Model,Abstract,Ground Truth,Predictions,Hallucinations,Jaccard Similarity,Precision,Recall,Added Labels (Predictions against Ground Truth),Missing Labels (Predictions against Ground Truth),Added Labels (Predictions against GPT-3.5),Missing Labels (Predictions against GPT-3.5)
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Glioblastoma stem cells (GSCs) are implicated in tumor neovascularization, invasiveness, and therapeutic resistance. To illuminate mechanisms governing these hallmark features, we developed a de novo glioblastoma multiforme (GBM) model derived from immortalized human neural stem/progenitor cells (hNSCs) to enable precise system-level comparisons of pre-malignant and oncogene-induced malignant states of NSCs. Integrated transcriptomic and epigenomic analyses uncovered a PAX6/DLX5 transcriptional program driving WNT5A-mediated GSC differentiation into endothelial-like cells (GdECs). GdECs recruit existing endothelial cells to promote peritumoral satellite lesions, which serve as a niche supporting the growth of invasive glioma cells away from the primary tumor. Clinical data reveal higher WNT5A and GdECs expression in peritumoral and recurrent GBMs relative to matched intratumoral and primary GBMs, respectively, supporting WNT5A-mediated GSC differentiation and invasive growth in disease recurrence. Thus, the PAX6/DLX5-WNT5A axis governs the diffuse spread of glioma cells throughout the brain parenchyma, contributing to the lethality of GBM.","{'Gene regulation', 'Epigenomics', 'Genetics', 'Genomics', 'Drug metabolism', 'Pathology', 'Human biology', 'Gene expression'}","{'Human genetics', 'Drug development', 'Gene regulation', 'Neurology', 'Human biology', 'Epigenetics', 'Gene expression', 'Cell biology', 'Transcriptomics'}",set(),0.21428571428571427,0.3333333333333333,0.375,"{'Human genetics', 'Drug development', 'Neurology', 'Epigenetics', 'Cell biology', 'Transcriptomics'}","{'Epigenomics', 'Genetics', 'Genomics', 'Drug metabolism', 'Pathology'}","{'Human genetics', 'Laboratory animal science', 'Epigenomics', 'Cell culture collection', 'Human biology', 'Epigenetics', 'Cell biology', 'Zoology', 'Animal study'}","{'Translational medicine', 'Genetics', 'Oncology', 'Genomics', 'Biotechnology', 'Molecular biology', 'Bioinformatics', 'Biology', 'Transcriptomics'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Genetic variations affecting neural tube closure along the head result in malformations of the face and brain. Neural tube defects (NTDs) are among the most common birth defects in humans. We previously reported a mouse mutant called tuft that arose spontaneously in our wild-type 3H1 colony. Adult tuft mice present midline craniofacial malformations with or without an anterior cephalocele. In addition, affected embryos presented neural tube closure defects resulting in insufficient closure of the anterior neuropore or exencephaly. Here, through whole-genome sequencing, we identified a nonsense mutation in the Tet1 gene, which encodes a methylcytosine dioxygenase (TET1), co-segregating with the tuft phenotype. This mutation resulted in premature termination that disrupts the catalytic domain that is involved in the demethylation of cytosine. We detected a significant loss of TET enzyme activity in the heads of tuft embryos that were homozygous for the mutation and had NTDs. RNA-Seq transcriptome analysis indicated that multiple gene pathways associated with neural tube closure were dysregulated in tuft embryo heads. Among them, the expressions of Cecr2, Epha7 and Grhl2 were significantly reduced in some embryos presenting neural tube closure defects, whereas one or more components of the non-canonical WNT signaling pathway mediating planar cell polarity and convergent extension were affected in others. We further show that the recombinant mutant TET1 protein was capable of entering the nucleus and affected the expression of endogenous Grhl2 in IMCD-3 (inner medullary collecting duct) cells. These results indicate that TET1 is an epigenetic determinant for regulating genes that are crucial to closure of the anterior neural tube and its mutation has implications to craniofacial development, as presented by the tuft mouse.","{'Developmental biology', 'Drug development', 'Gene regulation', 'DNA mutation', 'Genetics', 'Drug metabolism', 'RNA', 'Gene expression', 'Zoology', 'Biology'}","{'Synthetic biology', 'Laboratory animal science', 'Enzymes', 'Genotype and phenotype', 'Sequence analysis', 'Regenerative medicine', 'Epigenetics', 'Embryology', 'Proteins', 'Genetic variation', 'Zoology', 'Animal study'}",set(),0.047619047619047616,0.08333333333333333,0.1,"{'Synthetic biology', 'Laboratory animal science', 'Enzymes', 'Genotype and phenotype', 'Sequence analysis', 'Regenerative medicine', 'Epigenetics', 'Embryology', 'Proteins', 'Genetic variation', 'Animal study'}","{'Developmental biology', 'Drug development', 'Gene regulation', 'DNA mutation', 'Genetics', 'Drug metabolism', 'RNA', 'Gene expression', 'Biology'}","{'Synthetic biology', 'Laboratory animal science', 'Sequence analysis', 'Regenerative medicine', 'Proteins', 'Genetic variation', 'Zoology', 'Animal study', 'Mouse clinic'}","{'Developmental biology', 'Genetics', 'Neurobiology'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Yin and yang 1 (YY1) is a well-known zinc-finger transcription factor with crucial roles in normal development and malignancy. YY1 acts both as a repressor and as an activator of gene expression. We have identified 23 individuals with de novo mutations or deletions of YY1 and phenotypic features that define a syndrome of cognitive impairment, behavioral alterations, intrauterine growth restriction, feeding problems, and various congenital malformations. Our combined clinical and molecular data define ""YY1 syndrome"" as a haploinsufficiency syndrome. Through immunoprecipitation of YY1-bound chromatin from affected individuals' cells with antibodies recognizing both ends of the protein, we show that YY1 deletions and missense mutations lead to a global loss of YY1 binding with a preferential retention at high-occupancy sites. Finally, we uncover a widespread loss of H3K27 acetylation in particular on the YY1-bound enhancers, underscoring a crucial role for YY1 in enhancer regulation. Collectively, these results define a clinical syndrome caused by haploinsufficiency of YY1 through dysregulation of key transcriptional regulators.","{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Protein binding sites', 'Drug metabolism', 'Human biology', 'Biochemistry', 'Molecular genetics'}","{'Human genetics', 'Gene regulation', 'DNA mutation', 'Carbon cycle', 'Pathology', 'Human biology', 'DNA binding sites', 'Gene expression'}",set(),0.06666666666666667,0.125,0.125,"{'Human genetics', 'Gene regulation', 'DNA mutation', 'Carbon cycle', 'Pathology', 'DNA binding sites', 'Gene expression'}","{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Protein binding sites', 'Drug metabolism', 'Biochemistry', 'Molecular genetics'}","{'Human genetics', 'Gene regulation', 'DNA mutation', 'Protein binding sites', 'Human biology', 'DNA binding sites', 'Gene expression'}","{'Developmental biology', 'Genetics', 'Genomics', 'Epigenetics', 'Biochemistry', 'Cell biology', 'Molecular biology'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Duck enteritis virus (DEV) is an important herpesvirus pathogen associated with acute, highly contagious lethal disease in waterfowls. Using a deep sequencing approach on RNA from infected chicken embryo fibroblast cultures, we identified several novel DEV-encoded micro (mi)RNAs. Unlike most mardivirus-encoded miRNAs, DEV-encoded miRNAs mapped mostly to the unique long region of the genome. The precursors of DEV miR-D18 and miR-D19 overlapped with each other, suggesting similarities to miRNA-offset RNAs, although only the DEV-miR-D18-3p was functional in reporter assays. Identification of these novel miRNAs will add to the growing list of virus-encoded miRNAs enabling the exploration of their roles in pathogenesis.","{'Genetics', 'Zoology', 'Virology'}","{'Laboratory animal science', 'Ribosome Profiling', 'RNA', 'Zoology', 'Animal study'}",set(),0.14285714285714285,0.2,0.3333333333333333,"{'Animal study', 'Ribosome Profiling', 'RNA', 'Laboratory animal science'}","{'Genetics', 'Virology'}","{'Infectious disease', 'Animal study', 'RNA', 'Laboratory animal science'}","{'Microbiology', 'Molecular biology', 'Genetics', 'Bioinformatics'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Candida parapsilosis is a pathogenic fungus that is major cause of hospital-acquired infection, predominantly due to growth as biofilms on indwelling medical devices. It is related to Candida albicans, which remains the most common cause of candidiasis disease in humans. The transcription factor Bcr1 is an important regulator of biofilm formation in vitro in both C. parapsilosis and C. albicans. We show here that C. parapsilosis Bcr1 is required for in vivo biofilm development in a rat catheter model, like C. albicans. By comparing the transcription profiles of a bcr1 deletion in both species we found that regulation of expression of the CFEM family is conserved. In C. albicans, three of the five CFEM cell wall proteins (Rbt5, Pga7 and Csa1) are associated with both biofilm formation and acquisition of iron from heme, which is an important virulence characteristic. In C. parapsilosis, the CFEM family has undergone an expansion to 7 members. Expression of three genes (CFEM2, CFEM3, and CFEM6) is dependent on Bcr1, and is induced in low iron conditions. All three are involved in the acquisition of iron from heme. However, deletion of the three CFEM genes has no effect on biofilm formation in C. parapsilosis. Our data suggest that the role of the CFEM family in iron acquisition is conserved between C. albicans and C. parapsilosis, but their role in biofilm formation is not.","{'Pathology', 'Proteins', 'Microbiology', 'Genetics', 'Biomarkers', 'Zoology', 'Drug metabolism'}","{'Laboratory animal science', 'Gene regulation', 'Proteins', 'Transcription factors and regulatory sites', 'Gene expression', 'Zoology', 'Animal study'}",set(),0.16666666666666666,0.2857142857142857,0.2857142857142857,"{'Laboratory animal science', 'Gene regulation', 'Transcription factors and regulatory sites', 'Gene expression', 'Animal study'}","{'Genetics', 'Drug metabolism', 'Pathology', 'Microbiology', 'Biomarkers'}","{'Laboratory animal science', 'Gene regulation', 'Gene expression', 'Genomic imprinting', 'Protein binding sites', 'Animal study', 'Zoology'}",set()
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Dissipation kinetics of mesotrione, a new triketone herbicide, sprayed on soil from Limagne (Puy-de-Dôme, France) showed that the soil microflora were able to biotransform it. Bacteria from this soil were cultured in mineral salt solution supplemented with mesotrione as sole source of carbon for the isolation of mesotrione-degrading bacteria. The bacterial community structure of the enrichment cultures was analyzed by temporal temperature gradient gel electrophoresis (TTGE). The TTGE fingerprints revealed that mesotrione had an impact on bacterial community structure only at its highest concentrations and showed mesotrione-sensitive and mesotrione-adapted strains. Two adapted strains, identified as Bacillus sp. and Arthrobacter sp., were isolated by colony hybridization methods. Biodegradation assays showed that only the Bacillus sp. strain was able to completely and rapidly biotransform mesotrione. Among several metabolites formed, 2-amino-4-methylsulfonylbenzoic acid (AMBA) accumulated in the medium. Although sulcotrione has a chemical structure closely resembling that of mesotrione, the isolates were unable to degrade it.","{'Environmental sciences', 'Ecology', 'Microbiology', 'Microbial ecology', 'Drug metabolism'}","{'Biobank', 'Laboratory animal science', 'Drug metabolism', 'Carbon cycle', 'Metagenomics', 'Small molecules'}",set(),0.1,0.16666666666666666,0.2,"{'Laboratory animal science', 'Biobank', 'Carbon cycle', 'Metagenomics', 'Small molecules'}","{'Microbiology', 'Microbial ecology', 'Environmental sciences', 'Ecology'}","{'Proteins', 'Plant biology', 'Gene expression', 'Enzymes'}","{'Microbiology', 'Environmental sciences'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Many cellular models aimed at elucidating cancer biology do not recapitulate pathobiology including tumor heterogeneity, an inherent feature of cancer that underlies treatment resistance. Here we introduce a cancer modeling paradigm using genetically engineered human pluripotent stem cells (hiPSCs) that captures authentic cancer pathobiology. Orthotopic engraftment of the neural progenitor cells derived from hiPSCs that have been genome-edited to contain tumor-associated genetic driver mutations revealed by The Cancer Genome Atlas project for glioblastoma (GBM) results in formation of high-grade gliomas. Similar to patient-derived GBM, these models harbor inter-tumor heterogeneity resembling different GBM molecular subtypes, intra-tumor heterogeneity, and extrachromosomal DNA amplification. Re-engraftment of these primary tumor neurospheres generates secondary tumors with features characteristic of patient samples and present mutation-dependent patterns of tumor evolution. These cancer avatar models provide a platform for comprehensive longitudinal assessment of human tumor development as governed by molecular subtype mutations and lineage-restricted differentiation.","{'Genetic engineering', 'Gene regulation', 'DNA mutation', 'Genetics', 'Drug metabolism', 'Pathology', 'Human biology', 'Gene expression', 'Zoology'}","{'Biotherapeutics', 'Human genetics', 'Genetic engineering', 'Laboratory animal science', 'Gene regulation', 'DNA mutation', 'Proteins', 'Drug metabolism', 'Pathology', 'Cell culture collection', 'Human biology', 'Protein interactions', 'Embryology', 'Gene expression', 'Zoology', 'Animal study'}",set(),0.47058823529411764,0.5,0.8888888888888888,"{'Biotherapeutics', 'Human genetics', 'Laboratory animal science', 'Cell culture collection', 'Protein interactions', 'Embryology', 'Proteins', 'Animal study'}",{'Genetics'},"{'Human genetics', 'Protein disordered structure', 'Laboratory animal science', 'Neurobiology', 'Neurology', 'Genotype and phenotype', 'Sequence analysis', 'Protein binding sites', 'Protein expression', 'Cell culture collection', 'Regenerative medicine', 'Human biology', 'Proteins', 'Zoology', 'Animal study'}","{'Drug development', 'DNA mutation', 'Genetics', 'Oncology', 'Drug discovery', 'Genomics', 'Epigenetics', 'Biotechnology', 'Data integration and warehousing', 'Molecular biology', 'Biology'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Chocolate Pots hot springs (CP) is a unique, circumneutral pH, iron-rich, geothermal feature in Yellowstone National Park. Prior research at CP has focused on photosynthetically driven Fe(II) oxidation as a model for mineralization of microbial mats and deposition of Archean banded iron formations. However, geochemical and stable Fe isotopic data have suggested that dissimilatory microbial iron reduction (DIR) may be active within CP deposits. In this study, the potential for microbial reduction of native CP Fe(III) oxides was investigated, using a combination of cultivation dependent and independent approaches, to assess the potential involvement of DIR in Fe redox cycling and associated stable Fe isotope fractionation in the CP hot springs. Endogenous microbial communities were able to reduce native CP Fe(III) oxides, as documented by most probable number enumerations and enrichment culture studies. Enrichment cultures demonstrated sustained DIR driven by oxidation of acetate, lactate, and H2 . Inhibitor studies and molecular analyses indicate that sulfate reduction did not contribute to observed rates of DIR in the enrichment cultures through abiotic reaction pathways. Enrichment cultures produced isotopically light Fe(II) during DIR relative to the bulk solid-phase Fe(III) oxides. Pyrosequencing of 16S rRNA genes from enrichment cultures showed dominant sequences closely affiliated with Geobacter metallireducens, a mesophilic Fe(III) oxide reducer. Shotgun metagenomic analysis of enrichment cultures confirmed the presence of a dominant G. metallireducens-like population and other less dominant populations from the phylum Ignavibacteriae, which appear to be capable of DIR. Gene (protein) searches revealed the presence of heat-shock proteins that may be involved in increased thermotolerance in the organisms present in the enrichments as well as porin-cytochrome complexes previously shown to be involved in extracellular electron transport. This analysis offers the first detailed insight into how DIR may impact the Fe geochemistry and isotope composition of a Fe-rich, circumneutral pH geothermal environment.","{'Microbiology', 'Sequence analysis', 'Drug metabolism'}","{'Microbial ecology', 'Metagenomics', 'Electron microscopy'}",set(),0.0,0.0,0.0,"{'Microbial ecology', 'Metagenomics', 'Electron microscopy'}","{'Microbiology', 'Sequence analysis', 'Drug metabolism'}","{'Human genetics', 'Human biology', 'Open science'}","{'Microbiology', 'Environmental sciences'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Because microRNAs (miRNAs) have been associated with eye diseases, our study aims to profile ocular miRNA expression in normal human ciliary body (CB), cornea, and trabecular meshwork (TM) using miRNA-Seq to provide a foundation for better understanding of miRNA function and disease involvement in these tissues.","{'Human biology', 'RNA', 'Sequence analysis', 'Genetics', 'Drug metabolism'}","{'Human genetics', 'Human biology', 'RNA', 'Ophthalmology', 'Transcriptomics'}",set(),0.25,0.4,0.4,"{'Human genetics', 'Ophthalmology', 'Transcriptomics'}","{'Sequence analysis', 'Genetics', 'Drug metabolism'}","{'Human genetics', 'Human biology', 'Transcriptomics'}","{'Molecular biology', 'Genetics', 'Bioinformatics'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"In the malaria parasite Plasmodium falciparum, the switch from asexual multiplication to sexual differentiation into gametocytes is essential for transmission to mosquitos. The transcription factor PfAP2-G is a key determinant of sexual commitment that orchestrates this crucial cell fate decision. Here we identify the direct targets of PfAP2-G and demonstrate that it dynamically binds hundreds of sites across the genome. We find that PfAP2-G is a transcriptional activator of early gametocyte genes, and identify differences in PfAP2-G occupancy between gametocytes derived via next-cycle and same-cycle conversion. Our data implicate PfAP2-G not only as a transcriptional activator of gametocyte genes, but also as a potential regulator of genes important for red blood cell invasion. We also find that regulation by PfAP2-G requires interaction with a second transcription factor, PfAP2-I. These results clarify the functional role of PfAP2-G during sexual commitment and early gametocytogenesis.","{'Parasitology', 'Gene regulation', 'Proteins', 'Genetics', 'Gene expression', 'Drug metabolism'}","{'Human genetics', 'Gene regulation', 'Protein binding sites', 'Human biology', 'Gene expression'}",set(),0.2222222222222222,0.4,0.3333333333333333,"{'Human genetics', 'Human biology', 'Protein binding sites'}","{'Proteins', 'Parasitology', 'Genetics', 'Drug metabolism'}","{'Gene expression', 'Transcription factors and regulatory sites', 'DNA binding sites', 'Gene regulation'}","{'Molecular biology', 'Genetics', 'Genomics', 'Bioinformatics'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"Diagnostic and prognostic evaluation of chronic lymphocytic leukemia (CLL) involves blood cell counts, immunophenotyping, IgVH mutation status, and cytogenetic analyses. We generated B-cell associated gene-signatures (BAGS) based on six naturally occurring B-cell subsets within normal bone marrow. Our hypothesis is that by segregating CLL according to BAGS, we can identify subtypes with prognostic implications in support of pathogenetic value of BAGS. Microarray-based gene-expression samples from eight independent CLL cohorts (1,024 untreated patients) were BAGS-stratified into pre-BI, pre-BII, immature, naïve, memory, or plasma cell subtypes; the majority falling within the memory (24.5-45.8%) or naïve (14.5-32.3%) categories. For a subset of CLL patients (n = 296), time to treatment (TTT) was shorter amongst early differentiation subtypes (pre-BI/pre-BII/immature) compared to late subtypes (memory/plasma cell, HR: 0.53 [0.35-0.78]). Particularly, pre-BII subtype patients had the shortest TTT among all subtypes. Correlates derived for BAGS subtype and IgVH mutation (n = 405) revealed an elevated mutation frequency in late vs. early subtypes (71% vs. 45%, P < .001). Predictions for BAGS subtype resistance towards rituximab and cyclophosphamide varied for rituximab, whereas all subtypes were sensitive to cyclophosphamide. This study supports our hypothesis that BAGS-subtyping may be of tangible prognostic and pathogenetic value for CLL patients.","{'Human biology', 'Gene regulation', 'Gene expression', 'Physiology', 'Drug metabolism'}","{'Human genetics', 'Gene regulation', 'DNA mutation', 'Immunology', 'Proteins', 'Immunogenetics', 'Human biology', 'Antimicrobial Resistance', 'Gene expression'}",set(),0.2727272727272727,0.3333333333333333,0.6,"{'Human genetics', 'DNA mutation', 'Immunology', 'Immunogenetics', 'Antimicrobial Resistance', 'Proteins'}","{'Physiology', 'Drug metabolism'}","{'Human genetics', 'Gene regulation', 'Genotype and phenotype', 'Gene expression', 'Human biology', 'Proteins', 'Cell biology'}","{'Immunology', 'Genetics', 'Oncology', 'Genomics', 'Biotechnology', 'Molecular biology', 'Bioinformatics'}"
ft:gpt-3.5-turbo-1106:personal::8SDAGTmv,"CTCF is a key insulator-binding protein, and mammalian genomes contain numerous CTCF sites, many of which are organized in tandem.","{'Medicinal chemistry', 'Biochemistry', 'DNA binding sites', 'Chemistry', 'Genetics', 'Protein binding sites', 'Drug metabolism'}","{'Gene expression', 'DNA binding sites', 'DNA replication and recombination', 'Transcription factors and regulatory sites'}",set(),0.1,0.25,0.14285714285714285,"{'Gene expression', 'Transcription factors and regulatory sites', 'DNA replication and recombination'}","{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Protein binding sites', 'Drug metabolism', 'Biochemistry'}","{'Transcription factors and regulatory sites', 'Gene regulation'}","{'Molecular biology', 'Genetics', 'Genomics'}"
