Name,Description,Model,Predictions
Zika Cytopathic Effect Inhibition in Vero E6 cells,"Identification of inhibitors for cytopathic effects induced by Zika virus in Vero E6 cells
Purpose
This assay is designed to identify inhibitors of CPE induced by Zika virus in a 4 day assay using Vero E6 cells. The Zika virus MR766 strain is non-virulent and experiments are carried out using BSL2 practices. Vero E6 is a permissive cell line for Zika virus, the titer was measured by plaque assay (current titer: 90 million PFU/mL) and stored at -80C in culture medium.
Protocol
Compounds are pre-spotted in to white solid 384, TC treated plates. Next, dispense 40uL/well of Vero cells (10,000 cells/well; medium: DMEM, FBS=2%) into the assay plates. Incubate assay plates at 37C for 2h then add 10uL/well of the Zika virus suspension (MOI=0.5). Incubate at 37C for 4 days. After the incubation period, dispense CellTiterGlo at 20uL/well (1:2 dilution with water) let plates sit for 10min at RT before reading luminescence signal on the Perkin Elmer ViewLux.
Readout
Luminescence, Normalized to stimulator minus neutral control
Detection Method
celltiterglo is used for the detection of atp as a measurement of cell viability.
Detection Reagents
CellTiterGlo (Promega)
Components
Vero E6 cells; CellTiterGlo
Drug Concetration
2.5  Ã‚ÂµM",gpt-3.5-turbo,Virology  	Tropical medicine  	Cell biology
[collaborator]Disney-ALS-associated Toxicity,"Primary screen for inhibitors of RAN translation for ALS
Purpose
Screen for inhibitors of RAN translation for ALS.

The most common genetic cause of ALS is a hexanucleotide repeat expansion G4C2 located in intron 1 of C9ORF72
The transcript causes toxicity via various mechanisms:
sequestration of proteins involved in RNA biogenesis / alternative pre-mRNA splicing defects
defects in nuclear trafficking
generation of toxic proteins by non-canonical translation events, repeat associated non-ATG (RAN) translation

Protocol
All the steps will be performed in a BSL2+ environment. Imaging of the plates and quantification of the infection will be performed using a HCS-compatible microscope (Opera).
Readout
Fluorescence
Detection Method
plate-based
Detection Reagents
CTG
Components
cells, compounds, substrate
Drug Concetration
10 Ã‚ÂµM",gpt-3.5-turbo,Biochemistry	Molecular biology	Biotechnology
Tuberculosis tyrosyl-tRNA synthetase inhibitor,"Identification of tyrosyl-tRNA synthetase inhibitors of M. tuberculosis via luminescence assay
Purpose
Tyrosyl-tRNA synthetase (TyrRS) is an aminoacyl tRNA synthetase that catalyzes tyrosine to its corresponding tRNA during protein synthesis. Aminoacylation occurs in two steps: 1. Amino Acid + ATP ‚Üí Aminoacyl-AMP + PPi; 2. Aminoacyl-AMP + tRNA ‚Üí Aminoacyl-tRNA + AMP. Identifying inhibitors of TyrRS of Mycobacterium tuberculosis could disrupt the protein synthesis process and prevent growth. Since bacteria and human TyrRS are unique, it serves as potential target as antimicrobial agents. This 1536 well assay identifies inhibitors of Mycobacterium tuberculosis TyrRS by monitoring the depletion of ATP in the first step of the reaction using Kinase Glo. Because the luminescent signal is dependent on ATP, an increase in signal corresponds to the inhibition of TyrRS.
Protocol
Compounds and controls are pre-spotted onto white 1536 well microtiter plate at 10uM for primary screen and 100uM top concentration for dose response. 2uL of the enzyme buffer (100nM of Mtb TyrRS enzyme, 2 unit/mL of Inorganic E. Coli Pyrophosphatase from Sigma, and 0.1 mg/mL of BSA) is dispensed following 40 minute incubation. 1uL of substrate buffer (5uM of L-Tyrosine from Sigma, 1mg/mL of Mtb E.coli MRE 600 tRNA from Sigma, 1uM of ATP from Thermo Fisher) is then dispensed and is incubated for 4 hours. 3uL of Kinase Glo Detection is added and luminescence is read after 10 minute incubation on Perkin Elmer Viewlux Imager.
Readout
Kinase Glo is added to each well after 4h incubation and luminescence signal is measured. Luminescent signal is dependent on ATP. An increase in signal corresponds to the inhibition of TyrRS.
Detection Method
luminescence
Detection Reagents
Kinase-Glo¬Æ
Components
Tyrosyl-tRNA synthetase (TyrRS), tRNA (E. coli), ATP, Kinase-Glo¬Æ
Drug Concetration
10  Ã‚ÂµM",gpt-3.5-turbo,Antimicrobial Resistance	Drug discovery	Microbiology
Acinetobacter (1536w) 24h BTG Viability - HUMC1 serum,"Viability assay for virulent, XDR Acinetobacter baumannii strain HUMC1
Purpose
Acinetobacter baumannii infections, such as nosocomial pneumonia and bacteremia, are a serious public concern, with drug resistant isolates a significant problem for treatment. This is an assay to identify inhibitors of viability of the Acinetobacter baumannii HUMC1 strain, an extensively drug-resistant (XDR), highly virulent clinical bloodstream isolate. HUMC1 has been well characterized in mouse models of infection by the Sternberg lab (USC), facilitating follow up of screen hits in vivo. This screen is carried out in defined cell culture medium, mimicking in vivo growth conditions of the bacteria during infection.
Protocol
Compounds are acoustically transferred via Echo into 1536-well white plates (20 uM for primary screen and 40 uM top concentration for dose-response). Overnight cultures of bacteria are subcultured, diluted in assay media (a defined cell culture medium with high concentration of normal mouse serum), and dispensed into plates. Following a 24 hour incubation with compounds of interest, BacTiter-Glo Luminescent Microbial Cell Viability Assay is used to measure bacterial viability.
Readout
BacTiter-Glo Luminescent Microbial Cell Viability Assay is used to measure ATP as a surrogate marker for bacterial viability. Colistin and doxycycline are used as positive controls and DMSO is used as the neutral control. Signal is normalized by Neutral Controls Minus Inhibitors.
Detection Method
luminescent signal intensity
Detection Reagents
BacTiter-Glo (Promega)
Components
A. baumannii strain HUMC1
Drug Concetration
20  Ã‚ÂµM",gpt-3.5-turbo,Antimicrobial Resistance	Microbiology	Drug discovery
Modulators of neuronal mitostasis,"High content, cell-based assay designed to identify compounds that modulate neuronal mitostasis.
Purpose
This high content, cell-based assay has been designed to identify compounds that modulate mitostasis in neurons. The assay employs primary neurons isolated from a mouse line that conditionally expresses a Cre-dependent, mitochondrial-localized GFP reporter. The image-based assay identifies compounds that can modulate a variety of phenotypic properties of mitochondria, including length, width, number, area occupied, etc. Mitochondrial deficits are included in the pathophysiology neurodegenerative and many other diseases.
Protocol
Primary neurons are plated on clear bottom 1536-well plates coated with Poly-D-Lysine and cultured for 13 days. On day 13 cells are dosed with compounds and then incubated for another 48 hours. 
Readout
Plates are imaged at DIV15 with a GE Incell 6000 system utilizing 60x objective. Images are analyzed using GE Developer software in order to determine modulators of mitochondrial content, elongation and health. Neutral controls are used for calculating robust Z-scores.
Detection Method
plates are imaged at div15 with a ge incell 6000 system utilizing 60x objective. images are analyzed using ge developer software in order to determine modulators of mitochondrial content, elongation and health. neutral controls are used for calculating robust z-scores.
Detection Reagents
neuronal mitochondria tag with GFP
Components
primary neurons from mice P0 pups
Drug Concetration
12.5  Ã‚ÂµM",gpt-3.5-turbo,Cell biology\tNeurobiology\tDrug discovery
Intramacrophage Mycobacterium tuberculosis,"A high content microscopy assay to determine drug activity against intracellular Mycobacterium tuberculosis
Purpose
Mycobacterium tuberculosis, the causative agent of tuberculosis, exists in a complex set of environments both intracellularly and extracellularly in the host. Most drug screening for tuberculosis has been performed on extracellular bacteria. We are screening for drugs that inhibit M. tuberculosis growth inside macrophages, a primary cell type in which the bacteria reside. This is a high-content image-based assay. Total fluorescence intensity of DsRed-producing M. tuberculosis and nucleic acid-stained macrophages are readouts of growth or survival.
Protocol
RAW 264.7 cells are propagated in RMPI ( RPMI-1640, 10% FBS, 2 mM Glutagro, 1 mM sodium pyruvate medium) in a humidified atmosphere of 37°C, 5% CO2. RAW 264.7 cells are infected with M. tuberculosis (H37Rv DREAM8 strain which constitutively expresses DsRed) at multiplicity of infection of 1.0 overnight. Compounds are diluted in RPMI-1640, 5% FBS with Glutagro and 1 mM sodium pyruvate. Infected RAW 264.7 cells are harvested with Accumax solution, washed twice with PBS to remove extracellular bacilli and resuspended in RPMI-1640 with Glutagro and sodium pyruvate (no FBS). Infected cells are  seeded in 384-well plates containing compounds at 3.3 x 10^3 cells per well, resulting in a final assay concentration of 2.5% FBS. After a 72 hour incubation period, SYBR Green I dye is diluted in PBS and added to a final concentration of 5x to stain macrophage nuclei. Cells are imaged on an ImageXpress Micro with a 4x objective. Macrophage nuclei are imaged using a FITC filter set and M. tuberculosis are imaged using a Texas Red filter set. This method has been published: https://www.sciencedirect.com/science/article/pii/S1046202316303619?via%3Dihub
Readout
Images were analyzed by setting a lower bound for pixel intensity for each channel to define nuclei and bacteria above background.The integrated pixel intensity of each channel above this threshold was then determined as a measure of macrophage or M. tuberculosis  growth. Raw data were normalized to the average integrated intensity value from DMSO treated wells and expressed as % growth.
Detection Method
high content imaging

Detection Reagents
SYBR Green dye, DsRed
Components
RAW 264.7 cells, M. tuberculosis (H37Rv DREAM8 strain)
Drug Concetration
10  Ã‚ÂµM",gpt-3.5-turbo,"""Infectious disease""	""Microbiology""	""Drug discovery"""
Screening ReFrame library to identify compounds modulating infection by high containment viruses: Filovirus (Ebola virus) ,"A high throughput screen based upon antibody based staining of viral antigen to compare viral infection levels in compound treated cells versus untreated cells.
Purpose
A viral infection involves release of viral genetic material (DNA or RNA) inside the cell (either cytoplasm or nucleus). Once inside the cell, this genetic material codes for proteins. Detecting viral protein expression in a cell is therefore a good indicator of successful viral infection.
Protocol
Protocol:
1. Cells are plated in multiwell plates (384 or 96 wells).
2. After overnight attachment, cells are treated with compounds at predetermined conditions.
3. Cells are taken to the BSL-4
4. Compound treatment is followed by virus challenge.
5. After appropriate incubation time, cells are fixed by immersion in formalin.
6. Fixed cells are removed from the BSL-4.
7. Cells are stained for viral antigen and total cell number.
8. Stained cells are imaged on an automated microscope.
9. Total cell numbers and antigen positive cells are counted using automated cell counting software.
10. Numbers are entered in software for analysis.

Cells- HeLa, Vero, Huh7, A549 or primary human macrophages are used. The choice of cell line depends on the scientific question being investigated and the virus type used. 
Viruses- For Filoviruses, Ebola Virus (Mayinga strain) are used as the representative viruses.
Software- Cell profiler (Broad institute) is used for image analysis. The output data are analyzed using excel and/or Graphpad Prism.

Readout
Fluorescently labeled cells are imaged on a Nikon Ti2 Eclipse microscope or a Biotek Cytation1 microscope. Number of infected cells, total number of cells and fluorescence intensity are being captured 
Detection Method
fluorescence
Detection Reagents
Fluorophore conjugated antibody. 
Components
Fluorophore conjugated antibody. 
Drug Concetration
10 Ã‚ÂµM",gpt-3.5-turbo,"""Drug discovery""	""Virology""	""Molecular biology"""
Screening ReFrame library to identify compounds modulating infection by high containment viruses: Arenavirus (Lassa virus),"A high throughput screen based upon antibody based staining of viral antigen to compare viral infection levels in compound treated cells versus untreated cells.
Purpose
A viral infection involves release of viral genetic material (DNA or RNA) inside the cell (either cytoplasm or nucleus). Once inside the cell, this genetic material codes for proteins. Detecting viral protein expression in a cell is therefore a good indicator of successful viral infection.
Protocol
Protocol:
1. Cells are plated in multiwell plates (384 or 96 wells).
2. After overnight attachment, cells are treated with compounds at predetermined conditions.
3. Cells are taken to the BSL-4
4. Compound treatment is followed by virus challenge.
5. After appropriate incubation time, cells are fixed by immersion in formalin.
6. Fixed cells are removed from the BSL-4.
7. Cells are stained for viral antigen and total cell number.
8. Stained cells are imaged on an automated microscope.
9. Total cell numbers and antigen positive cells are counted using automated cell counting software.
10. Numbers are entered in software for analysis.

Cells- HeLa, Vero, Huh7, A549 or primary human macrophages are used. The choice of cell line depends on the scientific question being investigated and the virus type used. 
Viruses- For Arenaviruses, Lassa virus (Josiah strain) are used as the representative viruses.
Software- Cell profiler (Broad institute) is used for image analysis. The output data are analyzed using excel and/or Graphpad Prism.

Readout
Fluorescently labeled cells are imaged on a Nikon Ti2 Eclipse microscope or a Biotek Cytation1 microscope. Number of infected cells, total number of cells and fluorescence intensity are being captured. 
Detection Method
fluorescence
Detection Reagents
Fluorophore conjugated antibody. 
Components
Lassa virus (Josiah strain), Human cell lines like HeLa, Huh7, A549, primary cells and Vero cells (African green monkey)
Drug Concetration
10 Ã‚ÂµM",gpt-3.5-turbo,Infectious disease	Virology	Compound libraries and screening
TB Deconstructed Granuloma,"Screening of ReFRAME library +/- isoniazid (INH) for synergistic activity against tetracycline-inducible mKO fluorescent reporter strain of Mycobacterium tuberculosis (Erdman) in the deconstructed granuloma model (DGr).
Purpose
High through-put assaying of ReFRAME library for activity against Mycobacterium tuberculosis in the deconstructed granuloma model (DGr) in the presence of INH. To maximize the richness of a screen for compounds that impact progression of Mtb growth through host-directed targets we have developed a screen based on including all the cells present in active murine tuberculosis granulomas. 
Protocol
In brief, mice are infected with mCherry-expressing Mtb Erdman (103 organisms intranasally) and left for 21 days. At this time point the immune response is in transition. The innate response is still active and the acquired response is developing.  In addition, this is the time of highest bacterial burden.  We hypothesize that this is an ideal time-point because the infection is at its most plastic and all cell types that could impact disease progression (both positively and negatively) are present. To provide a comparison against this assay with the cell type we have utilized before, we have run this with J774 cells in parallel to the DGr-ReFrame. At 21 days the mice are sacrificed and the lungs excised. The tissue is broken down by homogenization and digestion with a cocktail of enzymes including collagenase and DNase1. Large fibrous aggregates are removed by centrifugation and the single cell suspension washed. An aliquot of the suspension is fixed for analysis by flow cytometry. The remainder is seeded into 384 well plates @ 100,000 cells/well (30uL), infected with a second Mtb strain, this time carrying the tetracycline inducible mKO protein (10uL @ 0.2 OD600). The plates are given either DMEM or DMEM with sub-MIC INH (0.0125ug/mL), and the test drug compounds (5uM in 10uL) in parallel. The plates are incubated, and 10uL ATc (final conc. 200ng/mL) is added at day 4 and read by fluorescent plate reader on day 6 and 7 to measure the signal from growing/surviving bacteria. At the conclusion of incubation the gain in signal is calculated by the median measurement across the plate.

Readout
Fluorescence; Normalized to neutral control minus inhibitor
Detection Method
fluorescence is read to measure the signal from growing/surviving bacteria. both mtb growth inhibitors and activators are considered.

activity readout: replication inhibition/ organism death/ accelerated organism growth
assay readout: fluorescence
assay hit: antagonist, agonist, inverse agonist
both mtb growth inhibitors and also activators
curve direction, up or down with increasing compound concentration

Detection Reagents
Anhydrotetracycline
Components
6wo mice, infected for 21 days with mCherry Mtb, lungs homogenized into single cell suspension. Mycobacterium tuberculosis with tetracycline inducible P606 driven mKO – Erdman strain (Kanamycin resistant)
Drug Concetration
75nL from 10mM source plate with 425nL DMSO backfill",gpt-3.5-turbo,Microbiology\tDrug discovery\tImmunology
MAVS Aggregation Assay,"The identification of a MAVS agonist using an image-based, high content assay.
Purpose
Activation of MAVS is one of the subsequent and central steps in the RIG-I pathway following the binding of dsRNA by MDA5 or RIG-I. The assay will detect compounds that can cause fluorescent fusion protein, Clover-MAVS, to aggregate within HEK293T stable line. Additional secondary assays will confirm if there is full pathway activation which would be equivalent through activation of the innate immune system.
Protocol
Coat plates by dispensing 5ul of 10ug/ml of Poly-D-Lysine. Incubate for 5-10 minutes room temperature. Aspirate, then wash once by dispensing 5ul of PBS, Aspirate. Echo compounds at 1uM or 50nl of SeV (positive control). Dispense HEK293T CMV::Clover-MAVS cells, 5k per well in phenol red-free media. Incubate for 2 days at 37C. Add 2ul of 12% PFA-0.6% Triton-X100 - 10ug/ml Hoechst 33342. Incubate for 10 minutes room temperature. Read on CX5.
Readout
% Positive GFP Area per cell
Detection Method
high content imaging
Detection Reagents
Hoechst 33342
Components
HEK293T CMV::Clover-MAVS cells
Drug Concetration
1 Ã‚ÂµM",gpt-3.5-turbo,Cell biology	Immunology	Biochemistry
Acinetobacter (1536w) 24h BTG Meropenem Potentiation - HUMC1 serum,"Viability assay for virulent XDR Acinetobacter baumannii strain HUMC1
Purpose
A. baumannii infections, such as nosocomial pneumonia and bacteremia, are a serious public concern, with drug resistant isolates a significant problem for treatment. Carbapenems, such as meropenem, are important therapeutic options for these infections, but resistant isolates have increasingly been reported. This is an assay to identify potentiators of meropenem antibiotic activity towards the carbapenem resistant Acinetobacter baumannii HUMC1 strain, an extensively drug-resistant (XDR), highly virulent clinical bloodstream isolate. HUMC1 has been well characterized in mouse models of infection by the Sternberg lab (USC), facilitating follow up of screen hits in vivo. This screen is carried out in defined cell culture medium, mimicking in vivo growth conditions of the bacteria during infection.
Protocol
Compounds are acoustically transferred via Echo into 1536-well white plates (20 uM for primary screen and 40 uM top concentration for dose-response, with 10 uM of meropenem throughout). Overnight cultures of bacteria are subcultured, diluted in assay media (a defined cell culture medium with high concentration of normal mouse serum), and dispensed into plates. Following a 24 hour incubation with compounds of interest, BacTiter-Glo Luminescent Microbial Cell Viability Assay is used to measure bacterial viability.
Readout
BacTiter-Glo Luminescent Microbial Cell Viability Assay is used to measure ATP as a surrogate marker for bacterial viability. Colistin and doxycycline are used as positive controls and DMSO is used as the neutral control. Signal is normalized by Neutral Controls Minus Inhibitors.
Detection Method
luminescent signal intensity
Detection Reagents
BacTiter-Glo (Promega)
Components
A. baumannii strain HUMC1
Drug Concetration
20  Ã‚ÂµM",gpt-3.5-turbo,Antimicrobial Resistance   Microbiology   Drug discovery
"Calibr ReFrame Library Screen against, Burkholderia pseudomallei K96243","Host-directed phenotypic screen to identify small molecule therapeutics that regulate intracellular B. pseudomallei bacterial infection
Purpose
RAW264.7 murine macrophages seeded in 384 well plates are pre-treated with the compounds from the Calibr Reframe library for two hours and then infected with B. pseudomallei (1 MOI). After four hours post –infection, kanamycin (500 µg/ml) is added to kill extracellular bacteria. After eight hours post infection, cells are fixed, washed, stained with appropriate bacteria specific primary antibody and fluorescent tagged secondary antibody and images are acquired using the Opera imaging system.  The acapella software is then used to detect and quantify internalized and cell associated bacteria and mammalian cells. To determine percent of bacterial infection inhibition and cytotoxicity, the Acapella generated cell data is imported to Spotfire. The primary screen is performed at a single concentration of 5 µM in two replicate plates. Only those plates that pass the robust Z’ of > 0.3 are analyzed. Compounds that show ? 50% inhibition in bacterial number and ? 20% loss in cell number are considered as hits. Appropriate down selected hits are then evaluated in dose response studies to determine the potency (EC50) and cytotoxicity (CC50). 
Protocol
RAW264.7 murine macrophages are seeded in a 384 well imaging plate (30 µl media). After 24 hours, cells are pre-treated with the compounds (5 µM final concentration) or DMSO in control wells ( ? 0.5% final concentration) for 2 hours. After two hours of incubation with the compounds, the cells are infected with B. pseudomallei (K96243, 1 MOI, 10 µl). To kill the extracellular bacteria, kanamycin (500 µg/ml, 5 µl) is added four hours post Bp infection. At eight hours post infection, cells are fixed in 10% formalin for 24 hours. The plates are then washed with Dulbecco’s phosphate buffered saline (DPBS) and then macrophages are permeabilized and blocked for one hour with DPBS containing 1% Triton X-100 and 3% BSA. To detect bacteria, cells are incubated for 1 hr with the antibody against B. pseudomallei (AB-BUR-P-MAB3). After subsequent washing and incubation for 1 hr with the goat anti-mouse Daylight 488 secondary antibody (1:500 dilution in blocking buffer), the cells are stained with Hoechst nuclear dye (Invitrogen H3570, 1 mg/ml in PBS) and CellMask Deep Red dye following manufacturers protocol (Invitrogen H32721, 5 mg/ml in PBS). The automated image acquisition is performed using an Opera QEHS confocal system (Perkin Elmer) and images analyzed using Acapella software. A compound that exhibits a ? 50% inhibition/reduction in bacterial number and ? 20% loss in cell number is considered a hit and then further evaluated in dose response studies.
Readout
Immunofluorescence 
Detection Method
to quantitate intracellular bacteria, acapella’s spot detection algorithm is used to detect and quantify internalized and cell associated bacteria. bacteria are detected as spots in a specified search region (wholecell) having a higher intensity than its surroundings. to separate the spatial noise peaks and other artifacts, all spots detected initially are regarded as spot candidates. spot candidates are then separated as ‘‘classified spots’’ based on two parameters. 1. contrast (i.e. contrast between the maximum intensity and the local background intensity near the spot candidate) and 2. spot-to-cell intensity (i.e. the ratio between the maximum intensity of the spot candidate and the average intensity of the cell to which the spot object belongs). the spot detection analyses results in various properties of spots and host cells as described elsewhere [kota 2013]. ‘‘classified spots’’, ‘‘number of spots per cell’’ and ‘‘integrated spot signal per cellular signal local background subtracted, over the whole searchregion’’ and ‘cell number’’ parameters are used for further analysis.
equations for signal-to-noise ratio, percent coefficient of variation, and z? values, as defined by (zhang et al 1999) are used for data analyses. the robustness of the assay is determined by calculating the z’ on a per plate basis (z’ = (1- (3 x stdev of signalmax (neutral/infection only control) + 3 x stdev signalmin (inhibitor/no infection control))/abs(mean signalmax – mean of signalmin)). only those plates that have a z’ >0.3 are considered for data analysis. to determine percent of bacterial infection inhibition and cytotoxicity, the acapella generated cell data is imported to spotfire (visual analysis statistical software, perkin elmer inc., ma). the formula that is used to calculate % bacterial inhibition and cytotoxicity is 
100 - {(compound treated bacterial or cell number/neutral control)*100}. in the primary screen, a compound is considered a hit if it shows in both the replicate plates, a ? 50% inhibition of bacterial counts and ? 20% loss in cell number compared to infected controls. 
note: although cytochalasin is known to inhibit bp infection, it was used in this screen to only determine the reproducibility of the assay and not for calculation of the z’ or % inhibition. 

Detection Reagents
Primary mouse monoclonal antibody AB-BUR-P-MAB3 and secondary goat anti mouse Daylight 488 antibody (1:500) are used to detect bacteria. The cells are stained with Hoechst dye (Invitrogen H3570, 1 mg/ml in PBS) and CellMask Deep Red dye (Invitrogen H32721, 5 mg/ml in PBS) to detect host cell nucleus and cytoplasm respectively.
Components
Mouse RAW264.7 macrophage cell line
Drug Concetration
5  Ã‚ÂµM",gpt-3.5-turbo,Compound libraries and screening	Microbiology	Immunology
