Name,Description,Model,Predictions,Hallucinations
Genome-wide siRNA screen in Caco2 cells infected with SARS-CoV-2,"A genome-wide siRNA screen was carried out in human Caco2 cells to identify host factors that affect the replication of SARS-CoV-2. The whole-genome siRNA library ON-TARGETplus SMARTpool (Dharmacon) was arrayed in 384-well plates (Greiner) at a concentration of 0.5 pmol per well. In addition, non-targeting siRNAs (scrambled) were added to each plate as negative controls, and siRNAs targeting SARS-CoV-2 entry factors ACE2 and TMPRSS2 were included as positive controls. siRNAs were mixed with 0.1 ml Lipofectamine RNAiMAX transfection reagent diluted in 9.90 ml Opti-MEM media (both reagents from Thermo Fisher Scientific), followed by addition of 3,000 Caco2 cells diluted in 40 ml EMEM media (Gibco) supplemented with 10 % heat-inactivated fetal bovine serum (FBS, Gibco), and 50 U/mL penicillin - 50 µg/mL streptomycin (Fisher Scientific). After a 48 h incubation period at 37°C, 5% CO2, cells were infected with SARS-CoV-2 (USA-WA1/2020) at a multiplicity of infection (MOI) of 0.625 for additional 48 h at 37°C, 5% CO2. Cells were then fixed with 4% PFA (Boston BioProducts) diluted in PBS for 4 h at room temperature, then washed twice with PBS and permeabilized with 0.4% Triton X-100 for 15 min at room temperature. Cells were blocked with 3% BSA (Sigma) for 30 min at room temperature, followed by an overnight incubation at 4°C with a primary antibody against SARS-CoV-2 nucleoprotein (N) protein diluted 1:3,000 in 3% BSA. Following three washes with PBS, cells were incubated for 1 h at room temperature with Alexa Fluor 488-conjugated anti-rabbit secondary antibody (Thermo Fisher Scientific) diluted 1:3,000 in 3% BSA. Following three washes with PBS, cells were stained with DAPI (4,6-diamidine-2-phenylindole, KPL), and plates were sealed and stored at 4°C until imaging.High-content imaging and data analysis. SARS-CoV-2 replication after each individual target knockdown was quantified using high-content imaging. The assay plates were imaged with the Opera Phenix imaging system located at the Conrad Prebys Center for Chemical Genomics (CPCCG) and analyzed using the analysis software Columbus v2.5 (Perkin Elmer). Based on the number of Alexa 488+ objects and the number of DAPI+ objects, the % of infected cells was quantified. The log2FC infection was calculated relative to the median of each plate. Cytotoxicity resulting from siRNA transfection was evaluated by normalizing the % of DAPI+objects to that of the negative control scrambled siRNAs.",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Immunology'}",set()
CDI Microbiome Modeling,"This is the data file repository for the manuscript, “Modeling healthy, diarrheal, and Clostridium difficile infection status using clinical data and microbiome-based biomarkers” by Alyxandria M. Schubert and colleagues, which was published in mBio.",gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Microbiology'}",set()
A Genome-Wide CRISPR-Cas9 Screen Reveals the Requirement of Host Cell Sulfation for Schmallenberg Virus Infection,"Schmallenberg virus (SBV) is an insect-transmitted orthobunyavirus that can cause abortions and congenital malformations in the offspring of ruminants. Even though the two viral surface glycoproteins Gn and Gc are involved in host cell entry, the specific cellular receptors of SBV are currently unknown. Using genome-wide CRISPR-Cas9 forward screening, we identified 3′-phosphoadenosine 5′-phosphosulfate (PAPS) transporter 1 (PAPST1) as an essential factor for SBV infection. PAPST1 is a sulfotransferase involved in heparan sulfate proteoglycan synthesis encoded by the solute carrier family 35 member B2 gene (SLC35B2). SBV cell surface attachment and entry were largely reduced upon the knockout of SLC35B2, whereas the reconstitution of SLC35B2 in these cells fully restored their susceptibility to SBV infection. Furthermore, treatment of cells with heparinase diminished infection with SBV, confirming that heparan sulfate plays an important role in cell attachment and entry, although to various degrees, heparan sulfate was also found to be important to initiate infection by two other bunyaviruses, La Crosse virus and Rift Valley fever virus. Thus, PAPST1-triggered synthesis of cell surface heparan sulfate is required for the efficient replication of SBV and other bunyaviruses.",gpt-3.5-turbo,"{'Genetics', 'Molecular medicine', 'Molecular biology'}",set()
"TnSeq analysis of Acinetobacter baumannii in presence of imipenem or sulbactam
","Bacterial TnSeq pools were grown in presence of colistin to identify mutants with altered drug senstivity profiles
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Biochemistry'}",set()
"genotyping by high throughput sequencing, genetic modification design","We performed genome-wide CRISPR KO screens in human Huh7.5.1 cells to select for mutations that render host cells resistant to viral infection by SARS-CoV-2, human coronavirus 229E and OC43.",gpt-3.5-turbo,"{'Genomics', 'Biology', 'Infectious disease'}",set()
"Human Calu-3 cell metabolome response to Middle Eastern Respiratory Syndrome (icMERS) coronavirus
","Metabolomics data from Calu-3 cell culture; Treated with wild-type MERS-CoV, MERS-CoV mutants and mockulum; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell biology', 'Metabolomics', 'Infectious disease'}",set()
"GNPS U01 COM16 TCH1516 in CA-MHB
","Metabolomics, BCP, etc data from UCSD AMR U01 COM16 [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Bioinformatics', 'Antimicrobial Resistance', 'Metabolomics'}",set()
 The phosphorylation landscape of SARS-CoV-2 infection ,"A global phosphoproteomics experiment was performed in Vero E6 cells after SARS-CoV-2 infection (available time points: 0, 2, 4, 8, 12, and 24 h) and changes in both global protein abundance and phosphorylation were quantified.",gpt-3.5-turbo,"{'Bioinformatics', 'Molecular biology', 'Proteomics'}",set()
Mycobacterium tuberculosis-Human Protein-Protein Interaction Map,An affinity tag purification mass spectrometry (AP-MS) approach was used to identify 187 Mycobacterium tuberculosis (Mtb)-human protein-protein interactions (PPIs) involving 34 secreted Mtb proteins.,gpt-3.5-turbo,"{'Bioinformatics', 'Proteins', 'Molecular biology'}",set()
Transcriptomic profile of BGHV-8 in a microbat cell line,"This is a single RNA sample from a microbat cell line (ATCC CRL-6012). Total RNA was harvested by Trizol extraction. One microgram of material was purified by oligo dT to enrich for messenger RNA. Standard Illumina library construction was performed and the sample was sequenced on the Illumina Genome Analyzer II (76bp single read data). Following genome assembly and annotation, the dataset was imported into CLC Genomics Workbench (Version 8), where reads were mapped onto the novel Bat Gammaherpesvirus 8 (BGHV8) annotated genome to calculate the RPKM for each annotated CDS. Mapped reads to this reference genome are provided.",gpt-3.5-turbo,"{'Genomics', 'Zoology', 'Transcriptomics'}",set()
Intricate genetic program underlying hypoxia-induced dormancy in Mycobacterium tuberculosis revealed by high-resolution transcriptional time-course,Transcriptional profiling (RNA-seq) of Mycobacterium tuberculosis during transitions between normoxia and hypoxia.,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Transcriptomics'}",set()
Expression profiling by high throughput sequencing,"This project is part of the Malaria Host-Pathogen Interaction Center (MaHPIC) - a transdisciplinary malaria systems biology research program initially supported by an NIH/NIAID contract (# HHSN272201200031C, 2012-2017; see http://www.systemsbiology.emory.edu). The MaHPIC continues with ongoing support from the Defense Advanced Research Project Agency (DARPA) and others. The MaHPIC generates many data types (e.g., clinical, hematological, parasitological, metabolomics, functional genomics, lipidomics, proteomics, immune response, telemetry) and mathematical models, to iteratively test and develop hypotheses related to the complex host-parasite dynamics in the course of malaria in non-human primates (NHPs), and metabolomics data via collaborations with investigators conducting clinical studies in malaria endemic countries, with the overarching goal of better understanding human disease, pathogenesis, and immunity. Curation and maintenance of all data and metadata are the responsibility of the MaHPIC:  Mary Galinski mary.galinski@emory.edu (MaHPIC Program Director), Jessica Kissinger jkissinger@uga.edu (MaHPIC Co-Program Director), and Alberto Moreno alberto.moreno@emory.edu (MaHPIC Co-Program Director).",gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'Infectious disease'}",set()
"GNPS - Primary human fibroblasts metabolome response to an icMERS coronavirus
","metabolomics data from cell culture; time points 0, 12, 24, 36 & 48 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Metabolomics', 'Infectious disease'}",{'Cell culture'}
"Circuits between infected macrophages and T cells in SARS-CoV-2 pneumonia
","Some patients infected with Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) develop severe pneumonia and the acute respiratory distress syndrome (ARDS). Distinct clinical features in these patients have led to speculation that the immune response to virus in the SARS-CoV-2-infected alveolus differs from other types of pneumonia. We collected bronchoalveolar lavage fluid samples from 88 patients with SARS-CoV-2-induced respiratory failure and 211 patients with known or suspected pneumonia from other pathogens and subjected them to flow cytometry and bulk transcriptomic profiling. We performed single-cell RNA-seq on 10 bronchoalveolar lavage fluid samples collected from patients with severe COVID-19 within 48 hours of intubation. In the majority of patients with SARS-CoV-2 infection, the alveolar space was persistently enriched in T cells and monocytes. Bulk and single-cell transcriptomic profiling suggested that SARS-CoV-2 infects alveolar macrophages, which in turn respond by producing T cell chemoattractants. These T cells produce interferon-gamma to induce inflammatory cytokine release from alveolar macrophages and further promote T cell activation. Collectively, our results suggest that SARS-CoV-2 causes a slowly-unfolding, spatially-limited alveolitis in which alveolar macrophages harboring SARS-CoV-2 and T cells form a positive feedback loop that drives persistent alveolar inflammation.
",gpt-3.5-turbo,"{'Respiratory medicine', 'Immunology', 'Infectious disease'}",set()
Tnseq2,Tn-seq and RNA-seq of three strains of S. pneumoniae during nutrient depletion.,gpt-3.5-turbo,"{'Nutritional science', 'Microbiology', 'Transcriptomics'}",set()
Human tracheobronchial epithelial (HTBE) cell transcriptome response to influenza A virus infection,"Human tracheobronchial epithelial (HTBE) cells are considered to serve as a good correlate of influenza virus infection in the human respiratory tract. mRNA-Seq analysis was used to profile the cellular transcriptome of HTBE cells at multiple time points in response to infection with influenza A/California/04/09 (H1N1), A/Wyoming/03/03 (H3N2), and A/Vietnam/1203/04 (H5N1) HALo virus.",gpt-3.5-turbo,"{'Transcriptomics', 'Infectious disease'}",{'Tissue and organ biology'}
"GNPS - Primary human microvascular endothelial cells metabolome response to an icMERS coronavirus
","metabolomics data from cell culture; time points 0, 12, 24, 36 & 48 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Metabolomics'}",set()
"Mouse cerebellum transcriptome response to a wild type West Nile virus (WNV), New York 99 Strain, and mutant WNV-E218A viruses [WCB001_microRNA]","The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in mouse cerebellum infected with wild-type West Nile virus (WNV; WNV-NY99 382), and mutant WNV-E218A (WNV-NY99 382 E218A 2 nt).",gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'Virology'}",set()
"TnSeq analysis of Acinetobacter baumannii in presence of polymxin
","Bacterial TnSeq pools were grown in presence of polymixin B to identify mutants with altered drug sensitivity profiles
",gpt-3.5-turbo,"{'Genetics', 'Antimicrobial Resistance', 'Microbiology'}",set()
"RNA-seq analysis of Acinetobacter baumannii strains grown in the presence of ciprofloxacin
","Acinetobacter baumannii strain ATCC17978 or its fluoroquinolone resistance derivatives having either gyrA or gyrAparC mutations were grown in the presence of ciprofloxacin at concentrations that reduce the growth rate by 30% relative to the untreated cultures. More...
",gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Microbiology'}",set()
"Dataset MSV000081921 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000081921 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'Data integration and warehousing', 'Bioinformatics'}",set()
"Primary human microvascular endothelial cell transcriptome response to wild type MERS-CoV (icMERS-CoV EMC2012), MMVE003",The purpose is to obtain samples for mRNA analysis in primary human microvascular endothelial cells infected with wild type MERS-coronavirus (MERS-CoV) (icMERS).,gpt-3.5-turbo,"{'Cell biology', 'Immunology', 'Virology'}",set()
"Primary human fibroblasts transcriptome response to a wild type Mers-CoV (icMERS-CoV), MFB003",The purpose is to obtain samples for mRNA analysis in primary human fibroblasts infected with wild type Mers-CoV (icMERS).,gpt-3.5-turbo,"{'Human biology', 'Transcriptomics', 'Infectious disease'}",set()
"GNPS_UCSD_U01_iARM_Preliminary_Metabolomics_Untargeted_RP-C18
","UCSD U01 iARM Preliminary Metabolomics Data Set. Untargeted RP-C18 HRLC-MS/MS. CA-MHB and RPMI media, both with/without Staphylococcus aureas. [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Data acquisition', 'Metabolomics'}",{'Experimental design'}
"METSIM gut microbiome
","The gut microbiome is complex and metabolically active community that directly influences host phenotype. In this study, we profiled gut microbiota using 16S rRNA gene sequencing in 531 well-phenotyped Finnish men collected from the population-based Metabolic Syndrome In Men (METSIM) study.",gpt-3.5-turbo,"{'Metagenomics', 'Gastroenterology', 'Microbiology'}",set()
Mycobacterium tuberculosis H37Rv Genome-wide transcription factor binding (ChIP-Seq),"We developed a high-throughput system based on ChIP-Seq to determine genome-wide transcription factor (TF) binding, and assayed expression following induction of each TF.",gpt-3.5-turbo,"{'Bioinformatics', 'Computational biology', 'Transcription factors and regulatory sites'}",set()
SARS-CoV-2 Virus Sequencing,"Virus sequencing of patients infected with COVID-19 from Southern California, Tijuana, New Orleans and Jordan by the SEARCH Alliance along with a large number of partners. The virus sequence data will be used to to gain insights into the emergence and spread of SARS-CoV-2. The sequencing is being performed using an amplicon-based sequencing scheme using PrimalSeq with artic nCoV-2019 scheme. Nanopore data was processed using the artic-nCoV019 pipeline with minimap2 and medaka. Illumina data was processed using iVar (Grubaguh et al. Genome Biology 2019) with bwa. Methodology is available at https://github.com/andersen-lab/HCoV-19-Genomics",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Infectious disease'}",set()
"The Aging Microenvironment Drives Alveolar Macrophage Changes in Aging [RNA-Seq]
","Our study shows that the aging lung microenvironment shapes the transcriptional phenotype of alveolar macrophages during aging. Except during acute injury when alveolar macrophage differentiation is incomplete, cellular ontogeny makes little difference in determining the transcriptional response of alveolar macrophages. Studies with parabiosis suggest the age-related changes in the alveolar microenvironment occur independently of circulating factors or cells. Our findings suggest that changes that target the microenvironment, for example metformin, senolytics or others might indirectly improve macrophage function during aging.
",gpt-3.5-turbo,"{'Geriatric medicine', 'Immunology', 'Gene expression'}",{'Aging'}
"Role of neutrophils in fitness of Acinetobacter baumanni Tn-seq mutants during growth in mouse lung
","Nine Tn-seq banks of approximately 10,000 members were oropharyngeally inoculated into the lungs of Balb/c mice. One set of 28 mice were neutrophil replete, while another set of 23 mice were depleted with neutrophils by cyclophosphamide treatment. After 24 hrs within the mouse lung, the mice were euthanized and bacteria were isolated from mouse lungs. The Tn insertions were selectively amplified from each sample and from broth grown (in vitro) samples, then subjected to deep sequencing to determine the fitness in the presence or absence of neutrophils and fitness in broth. The datasets show the read depth of each amplified insertion.
",gpt-3.5-turbo,"{'Bioinformatics', 'Microbiology', 'Immunology'}",set()
"Calu-3 cell lipidome response to a wild type H5N1 and mutants Influenza viruses
","Lipidomics data from Calu-3 cell culture; Treated with wild-type and mutant H5N1 and mockulum; Time points 0, 3, 7, 12, 18 & 24 h; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Biomarkers', 'Cell culture collection', 'Infectious disease'}",set()
"S aureus TCH1516 Antibiotics Response
","To determine the difference in S.aureus TCH1516 response to antibiotics in different media.
",gpt-3.5-turbo,"{'Cell biology', 'Antimicrobial Resistance', 'Microbiology'}",set()
"Calu-3 cell metabolome response to H1N1 virus
","Metabolomics data from Calu-3 cells; Treated with wild-type and mutant H7N9 and mockulum; Time points 1, 2, 4 & 7 days; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell biology', 'Metabolomics', 'Infectious disease'}",set()
"High frequency intestinal microbiota sampling in allogeneic bone marrow transplant patients
","High frequency intestinal microbiota sampling in allogeneic bone marrow transplant patients, part of a larger systems biology project examining factors that influence antibiotic resistance, with a focus on the pathogens Vancomycin-Resistant Enterococcus and Klebsiella pneumoniae
",gpt-3.5-turbo,"{'Microbiology', 'Infectious disease'}",{'Antibiotic Resistance'}
"Dataset MSV000081929 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000081929 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'""Data submission, annotation, and curation""', 'Bioinformatics', 'Molecular biology'}",set()
"GNPS U01 COM08 Metabolomics D592 CA-MHB High-Resolution Dual-Polarity qTOF LC/MS Method
","Coordinated OMICs data collection as part of UCSD U01 ""Systems Biology Approach to Redefine Susceptibility Testing and Treatment of MDR Pathogens in the Context of Host Immunity"" [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Bioinformatics', 'Systems biology', 'Metabolomics'}",set()
"Senataxin suppresses the antiviral transcriptional response and controls viral biogenesis
","The human helicase senataxin (SETX) has been linked to the neurodegenerative diseases amyotrophic lateral sclerosis (ALS4) and ataxia with oculomotor apraxia (AOA2). Here we identified a role for SETX in controlling the antiviral response. Cells that had undergone depletion of SETX and SETX-deficient cells derived from patients with AOA2 had higher expression of antiviral mediators in response to infection than did wild-type cells. Mechanistically, we propose a model whereby SETX attenuates the activity of RNA polymerase II (RNAPII) at genes stimulated after a virus is sensed and thus controls the magnitude of the host response to pathogens and the biogenesis of various RNA viruses (e.g., influenza A virus and West Nile virus). Our data indicate a potentially causal link among inborn errors in SETX, susceptibility to infection and the development of neurologic disorders.",gpt-3.5-turbo,"{'Genetics', 'Immunology', 'Virology'}",set()
"Primary human fibroblasts proteome response to an icMERS coronavirus
","Proteomics data from cell culture; time points 0, 12, 24, 36 & 48 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell biology', 'Proteomics', 'Infectious disease'}",set()
Protein-protein interaction map for SAR-CoV-1 and MERS,Affinity purification mass spectrometry (APMS) analysis of SARS-CoV-1 and MERS proteins to evaluate their protein-protein interactions in HEK293T cells,gpt-3.5-turbo,"{'Cell biology', 'Biochemistry', 'Protein interactions'}",set()
"Klebsiella pneumoniae strain hvKP4, whole genome shotgun sequencing project
","This entry is the master record for a whole genome shotgun sequencing project and contains no sequence data.
",gpt-3.5-turbo,"{'Comparative genomics', 'Microbiology', 'Sequence analysis'}",set()
Existence of human-virus chimeric proteins generated during infection,"Influenza A virus (IAV) is a threat to mankind because it generates yearly epidemics and poorly predictable sporadic pandemics with catastrophic potential. Influenza has a small RNA genome (~14 Kb) composed of 8 mini-chromosomes (segments). Segments encode both structural proteins and proteins expressed only during infection. Segments are constituted by a 5’UTR followed by a coding region and a 3’UTR. Transcription of IAV RNA into mRNA depends on host RNA Polymerase II, as the viral polymerase cleaves 5’ capped cellular nascent transcripts to be used as primers to initiate mRNA synthesis. We hypothesized that host nascent transcripts bearing AUG could generate upstream ORFs in the viral segments, a phenomenon that would depend on the translatability of the viral 5’UTRs. Using orthogonal datasets we report the existence of this mechanism, which generate host-virus chimeric proteins. We show that most segments encode proteins in this manner, expanding the proteome diversity of IAV in infected cells. Host-virus chimeric proteins are conserved across IAV strains, pointing to an evolutionary conservation of function achieved by sampling of the evolutionary space before gene fixation. Thus, we discover a mechanism that generate human-virus chimeric proteins during infection.",gpt-3.5-turbo,"{'Bioinformatics', 'Computational biology', 'Virology'}",set()
"S.aureus USA100 D592 exposed to subinhibitory concentrations of Nafcillin
","S.aureus USA100 D592 was exposed to sub-inhibitory concentration of nafcillin in different media (CAMHB & RPMI+10% LB) and sample for RNAseq was collected after 3hrs. (mid-log phase). Replicate number (e.g. 1,2,3) represent biological replicates while alphabets(e.g. a,b,c) represents technical replicates.",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'RNA'}",set()
"Dataset MSV000081915 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000081915 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'Data integration and warehousing', 'Bioinformatics', 'Molecular biology'}",set()
H3K27ac in SARS-CoV-2 infection,"The ongoing pandemic caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) is currently affecting millions of lives worldwide. Large retrospective studies indicate that an elevated level of inflammatory cytokines and pro-inflammatory factors are associated with both increased disease severity and mortality. Targeting these pathways might therefore be a viable therapeutic strategy. Previously, we have reported that chromatin factors such as Topoisomerase I (Top1) play key roles in controlling the induction of inflammatory gene expression programs. Here, by using multidimensional epigenetic, transcriptional, in vitro and in vivo analyses, we show that Topoisomerase 1 (Top1) inhibition in infected cells and animals suppresses lethal inflammation induced by SARS-CoV-2.",gpt-3.5-turbo,"{'Epigenetics', 'Immunology', 'Public health and epidemiology'}",{'Epidemiology'}
DNA methylation data from human patients infected with MRSA,"Reduced representation bisulfite-sequencing (RRBS) data generated from a well-characterized, optimally matched antibiotic persistent MRSA bacteremia (APMB) and antibiotic resolving MRSA bacteremia (ARMB) infected human patient cohort (n = 142).",gpt-3.5-turbo,"{'DNA', 'Epigenomics', 'Infectious disease'}",set()
"GNPS U01 COM11 LAC in RPMI+10%LB
","Metabolomics, BCP, etc data from UCSD AMR U01 COM11 [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Microbial ecology', 'Biology', 'Metabolomics'}",set()
"Mouse cortex transcriptome response to a wild type West Nile virus (WNV), New York 99 Strain, and mutant WNV-E218A viruses [WCT001_miRNA]","The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in mouse cortex infected with wild-type West Nile virus (WNV; WNV-NY99 382), and mutant WNV-E218A (WNV-NY99 382 E218A 2 nt).",gpt-3.5-turbo,"{'Animal study', 'Transcriptomics', 'Virology'}",set()
Mouse lung tissue transcriptome response to a wild type infectious clone of H7N9 Influenza virus and mutant H7N9 viruses [microRNA],"The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in mouse lung infected with WT A/Anhui/1/2013 (H7N9; 'AH1'), AH - NS1-103F/106M, and AH1 - 691 (ferret adapted virus).",gpt-3.5-turbo,"{'Transcriptomics', 'Infectious disease'}",{'Mouse study'}
IBS symptoms and the microbiome in IBD,"We aimed to assess the microbiome in 270 consecutive IBD patients who, using a combination of clinical diseaseactivity indices, the Rome III criteria for IBS and faecal calprotectin ﴾FC﴿ ﴾using a cut‐off of 250ug/g to define active mucosal inflammation﴿, were divided into four groups as follows: True IBS, quiescent disease, occult inflammation, active disease. Baseline demographic, disease related and psychological variables were compared between those with true IBS‐type symptoms and the other three groups individually using a chi‐squared test for categorical variables and an independent samples t‐test for continuous variables. Due to multiple comparisons, a P value of 0.01 was considered statistically significant. Microbial DNA was extracted and analysed with next‐generation sequencing of the V4 region of the 16S rRNA gene, on an Illumina MiSeq. Sequence reads were clustered into operational taxonomic units, which were then assigned genus‐level taxonomy. The relative abundance of different taxa, as well as alpha ﴾within‐sample﴿ and beta ﴾between‐sample﴿ diversity was analysed using the Quantitative Insights Into Microbial Ecology ﴾QIIME﴿ package. ",gpt-3.5-turbo,"{'Microbial ecology', 'Bioinformatics', 'Gastroenterology'}",set()
"Gut microbial factors implicated in disease progression and treatment response in pediatric ulcerative colitis
",This project collected and profiled stool samples and rectal biopsies from pediatric patients with new-onset ulcerative colitis (UC) to evaluate the role of the gut microbiome in the efficacy of two conventional treatments.,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Paediatrics'}",{'Pediatrics'}
Rapid Antigen Tests of Ebola/Lassa Patients,Rapid antigen test data of suspected or confirmed Ebola or Lassa Fever patients in the acute phase of infection.,gpt-3.5-turbo,"{'Laboratory animal science', 'Microbiology', 'Infectious disease'}",set()
"TnSeq analysis of Acinetobacter baumannii in presence of rifampicin or Tobramycin
","Bacterial TnSeq pools were grown in presence of rifampicin to identify mutants with altered drug sensitivity profiles
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Biology'}",set()
Ebola Virus Sequencing,"Virus sequencing of acute Ebola patients from Sierra Leone, Liberia, Guinea, and other countries. Virus sequence data will be used to determine potential correlations between the infecting virus genome and patient survival, disease severity and development of sequelae. When multiple sequences are available for one patient, the virus has been sequenced from that patient at several points in time.",gpt-3.5-turbo,"{'Genomics', 'Virology', 'Infectious disease'}",set()
RT-PCR Measurements of Seattle COVID-19 Patients,"RT-PCR measurements of SARS-CoV-2 levels for COVID-19 patients in Seattle, Washington. Complimentary dataset to Systems Serology measurments of the same patient cohort.",gpt-3.5-turbo,"{'Public health and epidemiology', 'Immunology', 'Infectious disease'}",{'Iimmunology'}
"GNPS U01 COM20 LAC in CA-MHB +/-Vancomycin
","Metabolomics, BCP, etc data from UCSD AMR U01 COM20 [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Data integration and warehousing', 'Antimicrobial Resistance', 'Metabolomics'}",set()
HLA Genotype Sequencing of Hemorrhagic Fever Survivors,"Human leukocyte antigen (HLA) Genotype Sequencing of EBOV/LASV survivors, non-survivors, contacts and healthy controls from Sierra Leone and Nigeria using Illumina TruSight HLA v2 Sequencing Panel. HLA data will be used to determine potential risk alleles for EBOV/LASV infection, survival and development of sequelae.",gpt-3.5-turbo,"{'Genetics', 'Immunology', 'Infectious disease'}",set()
Systems Serology Measurements of Ebola/Lassa Patients and Survivors,"Systems Serology aims to define the features of the humoral immune response against a given pathogen. Systems Serology analysis includes measurement of the levels antigen-specific antibodies within individual patients, measurement of antibody-mediated induction of innate immune cell effector functions, measurement of binding of antigen-specific antibodies to Fc-receptors, and measurement of neutralizing activity.",gpt-3.5-turbo,"{'Systems biology', 'Immunology', 'Infectious disease'}",set()
"GNPS U01 COM05 Metabolomics TCH1516 RPMI+10%LB High-Resolution Dual-Polarity qTOF LC/MS Method
","Coordinated OMICs data collection as part of UCSD U01 ""Systems Biology Approach to Redefine Susceptibility Testing and Treatment of MDR Pathogens in the Context of Host Immunity"" [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Taxonomy', 'Biology', 'Metabolomics'}",set()
"Dataset MSV000081784 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000081784 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'Database management', '""Data submission, annotation, and curation""', 'Data management'}",set()
"Streptococcus pneumoniae Genome sequencing
","Nutrient and antibiotic adaptive evolution of Streptococcus pneumoniae strains TIGR4, Taiwan-19F and D39
",gpt-3.5-turbo,"{'Genomics', 'Antimicrobial Resistance', 'Microbiology'}",set()
"SRA Study SRP156493 is not public
","SRA Study SRP156493 is not public
",gpt-3.5-turbo,"{'Bioinformatics', 'Molecular biology'}",{'Sequencing'}
Expression profiling by high throughput sequencing,"This project is part of the Malaria Host-Pathogen Interaction Center (MaHPIC) - a transdisciplinary malaria systems biology research program initially supported by an NIH/NIAID contract (# HHSN272201200031C, 2012-2017; see http://www.systemsbiology.emory.edu). The MaHPIC continues with ongoing support from the Defense Advanced Research Project Agency (DARPA) and others. The MaHPIC generates many data types (e.g., clinical, hematological, parasitological, metabolomics, functional genomics, lipidomics, proteomics, immune response, telemetry) and mathematical models, to iteratively test and develop hypotheses related to the complex host-parasite dynamics in the course of malaria in non-human primates (NHPs), and metabolomics data via collaborations with investigators conducting clinical studies in malaria endemic countries, with the overarching goal of better understanding human disease, pathogenesis, and immunity. Curation and maintenance of all data and metadata are the responsibility of the MaHPIC:  Mary Galinski mary.galinski@emory.edu (MaHPIC Program Director), Jessica Kissinger jkissinger@uga.edu (MaHPIC Co-Program Director), and Alberto Moreno alberto.moreno@emory.edu (MaHPIC Co-Program Director).",gpt-3.5-turbo,"{'Computational biology', 'Functional genomics', 'Metabolomics'}",set()
