Name,Description,Model,Predictions
Transcriptome in response to an active or passive host,Transcriptomes of cells growing on live and dead wheat heads.,gpt-3.5-turbo,Genetics	Immunology	Evolutionary biology
Generic RNA-Seq for gene prediction,Anopheles 15 Genomes RNA portion,gpt-3.5-turbo,Plant biology   Transcriptomics   RNA
Distribution pattern and genetic structure of Aedes zammitii (Diptera: Culicidae) along the Mediterranean and Aegean coasts of Turkey,DNA barcoding used to identify Mariae complex Aedes mosquitoes in Turkey (MapVEu VBP0000354),gpt-3.5-turbo,Bioinformatics	Genetics	Transcriptomics
Male vs female transcriptome utilizing a ribosome depletion method,Sequencing libraries are from male and female  mosquitoes were subjected to rRNA depletion,gpt-3.5-turbo,Environmental sciences   Genetics   Zoology
ESTs in TvLI library,T. vaginalis G3 EST sequences,gpt-3.5-turbo,Transcriptomics\tMolecular biology\tGender medicine
Intraerythrocytic developmental cycle of three isolates,Transcriptional profile throughout the intraerythrocytic cycle of three distinct P. vivax isolates.,gpt-3.5-turbo,Bioinformatics	Genomics	Molecular biology
bedbug 454 transcriptome data,Total RNA transcriptome of 15 individual insects of various developmental stages (1st-instar nymph– adult),gpt-3.5-turbo,Genetics    Genomics    Molecular biology
<i>Nematocida displodere</i> strain JUm2807 Genome Sequence and Annotation,Nematocida displodere strain JUm2807 Sequence and Annotation,gpt-3.5-turbo,Zoology	Transcriptomics	Biology
"Franklin County Public Health data in Franklin county, Ohio, 2012.","2012 mosquito data from Franklin county, Ohio, collected by the Franklin County Public Health Department. (MapVEu VBP0000489)",gpt-3.5-turbo,Genomics	Annotation	Genome sequencing
RNA-sequencing of WT and delta MSN1 strains of N. crassa over a circadian time course,High throughput sequencing of the transcriptome of N. crassa to quantify ultradian (<24h period) rhythms in the wild-type (FGSC#2489) and NCU02671 (msn-1) knockout (FGSC#11345) strains.,gpt-3.5-turbo,Public health and epidemiology   	Data acquisition   	Environmental sciences
<i>Fusarium graminearum</i> DAOM 233423 Genome Sequence,Genome Sequence for Fusarium graminearum DAOM 233423,gpt-3.5-turbo,Transcriptomics	Genetics	Molecular biology
"Mosquito surveillance in Hernando County, Florida, USA. 2015",Mosquito surveillance from the Hernando County Mosquito Control Vector Surveillance program to survey mosquito populations. (MapVEu VBP0000249),gpt-3.5-turbo,Genomics  	Biology  	Microbiology
<i>Toxoplasma gondii</i> TgCATBr5 Genome Sequence,Genome sequence for Toxoplasma gondii strain CATBr5.,gpt-3.5-turbo,Environmental sciences  	Microbiology  	Public health and epidemiology
Mosquito surveillance by smart traps owned by Collier Mosquito Control District. 2018,Automatic mosquito surveillance from 2018-01-01 to 2018-10-09 by BG-Counter smart traps owned by Collier Mosquito Control District. (MapVEu VBP0000344),gpt-3.5-turbo,Genomics	Population genetics	Parasitology
Transcriptional responses to macrophage phagocytosis,Transcriptional responses to macrophage phagocytosis by Candida dubliniensis,gpt-3.5-turbo,Environmental sciences  	Data acquisition  	Entomology
Metronidazole treated sensitive or resistant trichomonas proteomes,Metronidazole treated sensitive or resistant Trichomonas vaginalis quantitative proteomes.,gpt-3.5-turbo,Cell biology    Immunology    Microbiology
"Transcriptional profiles of WT and NCU04952, NCU00130, NCU08755 deletion mutant induced by exposure to Avicel","Cells were pre-grown in sucrose and transferred to Avicel (cellulose), cellobiose, sucrose or media with no carbon added",gpt-3.5-turbo,Parasitology	Microbiology	Proteomics
<i>Anopheles cruzii</i> idAnoCruzAS_RS32_06 Genome Sequence and Annotation,Genome Sequence and Annotation of Anopheles cruzii idAnoCruzAS_RS32_06,gpt-3.5-turbo,Transcriptomics    DNA    Carbohydrates
Short-read sequencing the transcriptomes,Short-read sequencing the transcriptomes of mixed sex (non–blood-fed) adult individuals,gpt-3.5-turbo,Genomics\tBioinformatics\tBiology
Aedes aegypti Liverpool-IB12 (LVP-IB12) strain FAIRE DNA sequencing,FAIRE-seq was used to profile open chromatin and identify likely regulatory elements throughout the genome of Aedes aegypti.,gpt-3.5-turbo,Transcriptomics     Computational biology     Genetics
Tachyzoite phosphoproteome from purified parasite or infected host cell (RH),"Proteome of phosphopeptide enriched or depleted samples from host cells infected with T. gondii RH tachyzoite 
    or from the same parasites purified from infected host cells.",gpt-3.5-turbo,Bioinformatics	Computational biology	Genomics
Cell Cycle Expression Profiles (RH),"T gondii RH cell cycle microarray expression profiles 
    determined hourly after thymidine synchronization.",gpt-3.5-turbo,Parasitology	Molecular biology	Proteomics
<i>Cladophialophora bantiana</i> CBS 173.52 Genome Sequence and Annotation,Genome Sequence and Annotation of Cladophialophora bantiana CBS 173.52,gpt-3.5-turbo,Cell biology    Computational biology    Genetics
Procyclic form spliced leader transcriptome,"RNA-Seq of a Trypanosoma brucei rhodesiense YTat 1.1 procyclic form cDNA library  
      enriched for transcripts containing splice leader sequence. Data is aligned to the T. brucei TREU927 genome.",gpt-3.5-turbo,Genomics        Molecular biology        Sequence analysis
<i>Theileria orientalis</i> Goon Nure Genome Sequence and Annotation,Genome Sequence and Annotation of Theileria orientalis Goon Nure,gpt-3.5-turbo,Bioinformatics	Genetics	Transcriptomics
Insecticide resistance is mediated by multiple mechanisms in recently introduced Aedes aegypti from Madeira Island (Portugal),"The insecticide resistance status and the underlying mechanisms of two populations of Ae. aegypti from Madeira Island, Funchal and Paúl do Mar were characterized. (MapVEu VBP0000195)",gpt-3.5-turbo,Genomics  	Sequence analysis  	Genetics
Anopheles gambiae Small RNA Transcriptome,"The goal of the study was to determine the miRNA transcriptome in female mosquito tissues relevant to reproduction and immunity for vector, Anopheles gambiae. Female mosquito tissues were collected at 3 d post eclosion. Tissues include; abdominal walls for enriched fat body, midguts, ovaries, and remaining tissues composed of head and thorax.",gpt-3.5-turbo,Infectious disease	Population genetics	Environmental sciences
Transcriptome during overexpression of alternative-splicing factor TgSR3,"Transcriptome during overexpression of an alternative-splicing factor, TgSR3.",gpt-3.5-turbo,Animal study	Molecular biology	Transcriptomics
Oocyst and salivary gland sporozoite transcriptome comparison in P. falciparum,Transcriptomic analysis of Plasmodium falciparum salivary gland sporozoites and oocyst sporozoites by RNA sequencing.,gpt-3.5-turbo,Transcriptomics	Cell biology	Molecular biology
<i>Cucumispora dikerogammari</i> Dv6 Genome Sequence and Annotation,Genome Sequence and Annotation of Cucumispora dikerogammari Dv6,gpt-3.5-turbo,Transcriptomics	Tropical medicine	Parasitology
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 1988",Desplaines Valley Mosquito Abatement 1988. (MapVEu VBP0000496),gpt-3.5-turbo,Genomics   	Biology   	Genetics
<i>Cryptococcus neoformans</i> var. neoformans XL280 Genome Sequence,Genome Sequence for Cryptococcus neoformans var. neoformans XL280,gpt-3.5-turbo,Environmental sciences   Public health and epidemiology   Zoology
Cimex lectularius RNA-Seq,Transcriptome RNA-Seq of the bed bug to aid in annotation of the genome,gpt-3.5-turbo,Genomics    Molecular biology    Microbiology
Milk from tsetse fly larvae gut containing the bacterial primary endosymbiont Wigglesworthia: Raw sequence reads,Double RNA-Seq on tsetse flies milk,gpt-3.5-turbo,Transcriptomics   Genetics   Genomics
Phenotypic analysis of Neurospora crassa knockout mutants,"Phenotypic analysis of Neurospora crassa knockout mutants. A phenotypic pipeline was designed for high-throughput analysis of 10 different traits during hyphal growth, asexual sporulation (macroconidiation) and the sexual cycle in knockout mutants from Neurospora crassa.",gpt-3.5-turbo,Bioinformatics	Genomics	Microbiology
Transcriptomics analysis of Aspergillus fumigatus co-cultivated with Pseudomonas aeruginosa,Examination of Aspergillus fumigatus co-cultivated with Pseudomonas aeruginosa.,gpt-3.5-turbo,Genetics   Genomics   Molecular biology
"Salivary gland sporozoite total and surface proteome (VK210, VK247)","Proteins identified from P. vivax salivary gland sporozoites, including putatively surface-exposed proteins identified by surface labeling with a membrane-impermeable biotin tag.",gpt-3.5-turbo,"Transcriptomics
Microbiology
Infectious disease"
Cellular localization of tagged T. brucei proteins in procyclic forms,Summary of microscopy images and localization annotations obtained from the TrypTag genome-wide tagging project. The full dataset is available on TrypTag.org,gpt-3.5-turbo,Proteomics	Population genetics	Parasitology
An. gambiae small RNA 24h post P. berghei infection,Small RNA captured 24h post infection with Plasmodium berghei and analyzed by RNA-Seq,gpt-3.5-turbo,Cell biology     Bioinformatics    Proteomics
Mass Profiles for Compounds,"Glutamine metabolite and compound composition of P. falciparum  3D7 infected RBC, isolated parasites, and 
        uninfected RBC extracts determined by mass spectrometry. The effect of pH on steady-state metabolite levels 
        and glutamine metabolism was measured.",gpt-3.5-turbo,Microbiology	RNA	Parasitology
"Mosquito surveillance in Manatee County, Florida, USA. 2010",Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations. (MapVEu VBP0000676),gpt-3.5-turbo,Biochemistry     Computational biology     Infectious disease
Mixed blood stage transcriptome for P. vinckei baforti EL,RNA seq transcriptomes of P. vinckei baforti EL mixed blood stages.,gpt-3.5-turbo,Environmental sciences    Public health and epidemiology    Zoology
Mouse brain bradyzoite proteomics time course - quantitative,"Proteomic analysis of bradyzoites purified from mouse brain cysts at 21 days, 28 days, 3 months, 4 months and 5 months post infection. 
					  This data set has an associated RNA-Seq data set: Mouse brain bradyzoite transcriptomes at 28, 90, 120 days post infection.",gpt-3.5-turbo,Transcriptomics	RNA	Biology
Immune Epitope Database (IEDB),IEDB epitopes.,gpt-3.5-turbo,Proteomics	Population genetics	Microbiology
<i>Glossina fuscipes</i> IAEA 2018 Genome Sequence and Annotation,Genome Sequence and Annotation of Glossina fuscipes IAEA 2018,gpt-3.5-turbo,"Allergy, clinical immunology and immunotherapeutics"
<i>Plasmodium relictum</i> SGS1-like Genome Sequence and Annotation,Genome sequence and annotation for Plasmodium relictum SGS1-like,gpt-3.5-turbo,Genomics	Molecular biology	Biology
SNP calls on WGS of multiple A. fumigatus isolates (JCVI),SNP calls on WGS of multiple A. fumigatus isolates (JCVI),gpt-3.5-turbo,Bioinformatics	Population genomics	Pathology
Insecticide susceptibility of mosquitoes invading tsunami-affected areas of Thailand.,Insecticide resistance study imported from IRBase. (MapVEu VBP0000047),gpt-3.5-turbo,Genetics	Genomics	Sequence analysis
Mosquito Variation,We provide the first transcriptome-wide assessment of the level of inter-strain polymorphism in Ae. aegypti. The suite of SNPs here analysed provides the basis for genome-scan association studies using CTM and RexD mosquitoes and aimed at understanding the genetic mechanisms of vector competence.,gpt-3.5-turbo,Infectious disease	Veterinary medicine	Environmental sciences
Mid-gut and bacteriome transcriptomes from high vector competence tsetse flies,"Mid-gut and bacteriome RNA-Seq transcriptomes of teneral (1 day old, unfed) virgin tsetse flies from Glossina morsitans (high vector competence).",gpt-3.5-turbo,Genetic variation    Transcriptomics    Infectious disease
<i>Plasmodium falciparum</i> HB3 Genome Sequence and Annotation,Genome Sequence and annotation for Plasmodium falciparum HB3,gpt-3.5-turbo,Animal study	Transcriptomics	Biology
Sporozoite transcriptome in different microenvironments,"Plasmodium vivax transcriptome in 4 microenvironments at 3 time points and 2 temperatures to investigate th
e skin-to-liver-stage journey.",gpt-3.5-turbo,Genomics  	Biology  	Parasitology
<i>Encephalitozoon cuniculi</i> EcunIII-L Genome Sequence and Annotation,Encephalitozoon cuniculi EcunIII-L Sequence and Annotation,gpt-3.5-turbo,Transcriptomics	Parasitology	Infectious disease
Glossina morsitans transcriptome project,Glossina morsitans transcriptome project,gpt-3.5-turbo,Genomics	Ecology	Microbiology
<i>Cyberlindnera fabianii</i> 65 Genome Sequence and Annotation,Genome Sequence and Annotation of Cyberlindnera fabianii 65,gpt-3.5-turbo,Genetics    Transcriptomics    Zoology
Comparative analysis of response to selection with three insecticides in the dengue mosquito Aedes aegypti using mRNA sequencing.,Characterization of transcription level and polymorphism variations associated with adaptation to chemical insecticides in the mosquito Aedes aegypti. (MapVEu VBP0000121),gpt-3.5-turbo,Genomics	Molecular biology	Biology
Exploring the Mechanisms of Multiple Insecticide Resistance in a Highly Plasmodium-Infected Malaria Vector Anopheles funestus Sensu Stricto from Sahel of Northern Nigeria,"Here, the vectorial role and insecticide resistance profile of a population of a major malaria vector Anopheles funestus sensu stricto from Sahel of Nigeria was characterised. (MapVEu VBP0000697)",gpt-3.5-turbo,Comparative genomics	Transcriptomics	Infectious disease
Aedes aegypti in the Black Sea,A population genetics study of Ae. aegypti focused on the Black Sea region and using a broad panel of previously studied Ae. aegypti populations originated worldwide to identify the origin and the approximate age of the Black Sea populations. (MapVEu VBP0000269),gpt-3.5-turbo,Parasitology	Zoology	Environmental sciences
"Species level mosquito surveillance in Uganda by PRISM ICEMR group, 2011 - 2017","Longitudinal entomological surveillance of mosquitoes from three regions of Uganda. This study is part of The Program for Resistance, Immunology, Surveillance and Modeling of Malaria in Uganda (PRISM) Study, part of International Centers of Excellence for Malaria Research Program (ICEMR). (MapVEu VBP0000781)",gpt-3.5-turbo,Environmental sciences	Population genetics	Ecology
"Insecticide resistance status of three malaria vectors, Anopheles gambiae (s.l.), An. funestus and An. mascarensis, from the south, central and east coasts of Madagascar","WHO tube and CDC bottle bioassays were performed on populations of Anopheles gambiae (s.l.), An. funestus and An. mascarensis. Adult female An. gambiae (s.l.) mosquitoes reared from field-collected larvae and pupae were tested for their resistance to DDT, permethrin, deltamethrin, alpha-cypermethrin, lambda-cyhalothrin, bendiocarb and pirimiphos-methyl. Resting An. funestus and An. mascarensis female mosquitoes collected from unsprayed surfaces were tested against permethrin, deltamethrin and pirimiphos-methyl. The effect on insecticide resistance of pre-exposure to the synergists piperonyl-butoxide and S,S,S-tributyl phosphorotrithioate also was assessed. Molecular analyses were done to identify species and determine the presence of knock-down resistance and acetylcholinesterase resistance gene mutations. (MapVEu VBP0000206)",gpt-3.5-turbo,"""Infectious disease""    ""Genomics""  ""Parasitology"""
Bloodstream form Flagellum Surface and Matrix Proteomes,Flagellum surface and matrix proteomes from T. brucei bloodstream form trypanosomes.,gpt-3.5-turbo,"""Molecular biology""	""Genetics""	""Parasitology"""
Culicoides sonorensis PIR-s-3 vector competence for bluetongue virus (BTV),"Culicoides sonorensis PIR-s-3 infected with bluetongue virus (divided in both competent and refractory individuals), with controls feed only blood or only sugar",gpt-3.5-turbo,Proteomics\tBioinformatics\tParasitology
Transcriptome of Entamoeba histolytica in normal and stressed conditions,"Transcriptome of Entamoeba histolytica HM-1:IMSS trophozoites under normal culture conditions, serum starved for 24 hours and 2 hr serum replenish after starvation.",gpt-3.5-turbo,Animal study 	Biology 	Infectious disease
<i>Dictyocoela muelleri</i> Ou54 Genome Sequence and Annotation,Genome Sequence and Annotation of Dictyocoela muelleri Ou54,gpt-3.5-turbo,Transcriptomics  	Cell biology  	Parasitology
Procyclic Form Origins of Replication - early S and late S vs G2,"Origins of replication in T.brucei TREU927 determined by Marker Frequency Analysis, 
        a technique that compares frequency of marker sequences in replicating and non-replicating cells.
        Whole genome DNA-Seq of FACS sorted procyclic cells is presented as the 
        ratio (S- vs G2-phase) of the frequencies of markers (DNA-Seq reads) in 2.5 kb bins.",gpt-3.5-turbo,Genomics  	Molecular biology  	Sequence analysis
C. auris B11220 mono- and multidrug resistance evolution experiment,Experimentally evolved MDR clade II Candida auris,gpt-3.5-turbo,Genetics	Computational biology	Molecular biology
<i>Leishmania gerbilli</i> strain LEM452 Genome Sequence and Annotation,Genome Sequence and Annotation for Leishmania gerbilli strain LEM452,gpt-3.5-turbo,Microbiology Molecular biology Experimental evolution
Promastigote and amastigote proteomes (MHOM/MA/67/ITMAP-263),Stage-specific expression of basic proteins in L. infantum.,gpt-3.5-turbo,Genomics	Microbiology	Parasitology
T.gondii ME49 transcripts from Release 7.3,Transcripts for T. gondii ME49 from ToxoDB Release 7.3.,gpt-3.5-turbo,Parasitology   Proteomics   Molecular biology
Swimming vs adherent cultured cell transcriptomes,Transcriptomic profiles of swimming and adherent C. fasciculata cells grown in culture.,gpt-3.5-turbo,"Transcriptomics	Data submission, annotation, and curation	Genetics"
Identification of main malaria vectors and their insecticide resistance profile in internally displaced and indigenous communities in Eastern Democratic Republic of the Congo (DRC),"This study was performed in 52 households in Shamwana, 168 households in Baraka and 269 households in Kashuga. Anopheles vectors were collected and subjected to standardized WHO and CDC insecticide susceptibility bioassays. Mosquito species determination was done using PCR and Plasmodium falciparum infection in mosquitoes was assessed by ELISA targeting circumsporozoite protein. (MapVEu VBP0000720)",gpt-3.5-turbo,Cell biology\tTranscriptomics\tBiology
PAC End Sequence,L. major PAC end-sequences,gpt-3.5-turbo,Infectious disease	Population genetics	Parasitology
<i>Toxoplasma gondii</i> VEG Genome Sequence and Annotation,Sequence and annotation for the Toxoplasma gondii VEG genome.,gpt-3.5-turbo,Genetics   Genomics   Molecular biology
Transcriptomic atlas of sugar- or blood-fed adult female body parts and gut regions,"Transcriptomic atlas of body parts (whole body, head, thorax, abdomen, ovary) and gut regions (gut, crop, proventriculus, anterior midgut, posterior midgut, hindgut, Malpighian tubules) in sugar-fed and blood-fed adult females.",gpt-3.5-turbo,Genomics  Annotation  Parasitology
Histonemods_Anid,Histone modifications in Aspergillus nidulans spores,gpt-3.5-turbo,"Transcriptomics
Anatomy
Biology"
<i>Coccidioides posadasii</i> RMSCC 1037 Genome Sequence,Genome sequence for Coccidioides posadasii RMSCC 1037,gpt-3.5-turbo,Bioinformatics	Molecular biology	Microbiology
Spatiotemporal distribution of insecticide resistance in Anopheles culicifacies and Anopheles subpictus in Sri Lanka.,Sri Lankan Anti-Malaria Campaign sentinel data; permission Dr R.R Abeyasinghe. (MapVEu VBP0000014),gpt-3.5-turbo,Genomics	Genetics	Microbiology
SNP calls on WGS of A.fumigatus isogenic strains from one patient,WGS of 13 clinical isogenic A. fumigatus isolates.,gpt-3.5-turbo,Parasitology    Epidemiology    Infectious disease
Forest (guinea pig-preferring)  vs Domestic (human-preferring) antennal transcriptomes,"Antennal transcriptomes of Forest (guinea pig-preferring), Domestic antennal (human-preferring), and crosses of forms of the the Dengue Fever mosquito, Aedes aegypti.",gpt-3.5-turbo,Genomics	Genetics	Microbiology
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 2019",Desplaines Valley Mosquito Abatement NJLT and gravid trap surveillance 2019. (MapVEu VBP0000645),gpt-3.5-turbo,Animal study   Computational biology   Transcriptomics
"Insecticide Resistance Profile of Anopheles gambiae Mosquitoes: A Study of a Residential and Industrial Breeding Sites in Kano Metropolis, Nigeria","This study was carried out to characterize the mosquito population, its insecticide resistance profile, and the physicochemical properties of their
breeding sites in Sharada and Wailari of Kano State, Nigeria. (MapVEu VBP0000688)",gpt-3.5-turbo,Environmental sciences	Microbiology	Parasitology
<i>Rattus norvegicus</i> BN/NHsdMcwi Genome Sequence and Annotation,Genome Sequence and Annotation of Rattus norvegicus BN/NHsdMcwi,gpt-3.5-turbo,Entomology	Infectious disease	Environmental sciences
mRNA Half life,Genome-wide characterization of mRNA decay (microarray) during erythrocytic development of Plasmodium falciparum 3D7,gpt-3.5-turbo,Genetics	Genomics	Biology
Dynamic Secretome,"Trichomonas vaginalis Extracellular proteome at 10, 30, 60, 120 minutes of incubation. Controls incubated at 4C were acquired at 60 and 120 minutes.",gpt-3.5-turbo,Genomics	Molecular biology	Parasitology
"Mosquito abundance and viral surveillance, Rhode Island Department of Environmental Management, in Rhode Island, USA, 2018","Weekly during the months of June through October, the Rhode Island Department of Environmental Management (DEM) traps mosquitoes at various locations throughout Rhode Island and later separates the mosquitoes of each trap into pools according to species. The State Health Laboratory tests each pool for the presence of WNV and EEE virus. (MapVEu VBP0000434)",gpt-3.5-turbo,Biochemistry	Microbiology	Proteomics
Monitoring resistance to insecticides in Aedes aegypti populations from Brazil,Evaulation of insecticide resistance in Aedes aegypti between 1996-2016 in Brazil. (MapVEu VBP0000268),gpt-3.5-turbo,Environmental sciences   Epidemiology   Virology
In planta expression profiles of Fusarium mangiferae,Transcriptome of the fungi in infected maize roots growing in CM agar.,gpt-3.5-turbo,"""Infectious disease""	""Environmental sciences""	""Public health and epidemiology"""
"Female midguts: AaMesh knock-down and feed AaMesh antibodies, controls with knock-down GFP and feed pre-immune antiserum","We collected midguts from AaMesh dsRNA-inoculated (Day 3 and 6) and AaMesh antiserum-fed (18 hours) mosquitoes, respectively. Midguts of GFP dsRNA-treated and pre-immune antiserum-fed mosquitoes served as controls",gpt-3.5-turbo,Transcriptomics   Microbiology    Plant biology
XXX,Control village mosquito abundance data from the Sahel region of Niger (MapVEu VBP0000620),gpt-3.5-turbo,Animal study  	Biology	Genetics
<i>Toxoplasma gondii</i> TgCATBr9 Genome Sequence and Annotation,Genome sequence and annotation of Toxoplasma gondii strain TgCATBr9,gpt-3.5-turbo,Environmental sciences    Ecology    Genetics
Effect of Dicer mutants on small RNA expression,"Schizosaccharomyces pombe data from Pierre Barraud, Marc Buhler et al. from ETH Zurich and FMI Basel on nuclear retention of fission yeast Dicer. Dicer proteins function in RNA interference (RNAi) pathways by generating small RNAs (sRNAs). The solution structure of the C-terminal domain of Schizosaccharomyces pombe Dicer (Dcr1) is reported here. The C-terminal domain of S pombe Dicer (Dcr1) structure reveals an unusual double-stranded RNA binding domain (dsRBD) fold embedding a novel zinc-binding motif that is conserved among dicers in yeast and constitutes a novel regulatory module that might represent a potential target for therapeutic intervention with fungal diseases.",gpt-3.5-turbo,Genomics  	Parasitology  	Sequence analysis
Insecticide susceptibility of Aedes aegypti and Aedes albopictus across Thailand,Insecticide resistance study imported from IRBase. (MapVEu VBP0000052),gpt-3.5-turbo,Structural biology\tRNA\tFungal diseases
Larval habitats seasonality and species distribution,Mosquito larval abundance in the Mbale and Iguhu constituencies in western Kenya highlands. (MapVEu VBP0000671),gpt-3.5-turbo,Infectious disease	Tropical medicine	Entomology
"Promastigote transcriptome of P. hertigi MCOE/PA/80/C8, TCC260","RNA Seq transcriptome of promastigote stage from Porcisia hertigi MCOE/PA/80/C8, TCC260",gpt-3.5-turbo,Ecology	Medical informatics	Zoology
Malaria Vector Bionomics in Iganga Uganda,Detection of malaria vector species and their bloodmeal sources using PCR method (MapVEu VBP0000010),gpt-3.5-turbo,Transcriptomics    RNA    Parasitology
SNP calls on WGS of Pyricularia oryzae isolates from different hosts,"Nanopore sequencing of genomic DNA from Magnaporthe oryzae isolates from different hosts (wheat, rice, foxtail millet and goosegrass).",gpt-3.5-turbo,Parasitology	Molecular biology	Infectious disease
"Secretome profiling of Pka-1 regulated proteins in Cryptococcus neoformans (16, 48, 72, and 120 hr post inoculation)","Targeted secretome profiling of Pka-1 regulated proteins in C. neoformans was performed at 16, 48, 72, and 120 hr post-inoculation in Pka-1 inductive and repressive media.",gpt-3.5-turbo,Genetics	Genomics	Microbiology
<i>Diutina rugosa</i> CBS 613 Genome Sequence and Annotation,Genome Sequence and Annotation of Diutina rugosa CBS 613,gpt-3.5-turbo,Biochemistry	Microbiology	Proteomics
The Cryptococcal central nervous system transcriptome during human disease,RNA-Seq profiles of Cryptococcus isolated from human CSF and in comparison with to the same isolate response to the stresses of artificial CSF and within the rabbit subarachnoid space as well as growth in nutritious media with little or no stress.,gpt-3.5-turbo,Genomics	Annotation	Biology
Infected erythrocytes from patient blood sample,"Parasite-infected erythrocytes were colleced/enriched from a human blood sample. Protein preparations from the lysed infected erythrocytes 
      were analyzed by 1DE, LC-MS/MS. Presented here are the P. falciparum samples.",gpt-3.5-turbo,Transcriptomics	RNA	Microbiology
C. parvum transcripts from bld 36,Transcripts for C. parvum IOWA II from CryptoDB Release 36.,gpt-3.5-turbo,Infectious disease	Molecular biology	Proteomics
<i>Debaryomyces fabryi</i> CBS 789 Genome Sequence and Annotation,Genome Sequence and Annotation of Debaryomyces fabryi CBS 789,gpt-3.5-turbo,Transcriptomics    Genetics    Parasitology
Deltamethrin resistant and susceptible mosquitoes,We investigated the transcriptional profiles of deltamethrin resistant and susceptible Ae. albopictus by performing paired-end RNA-Seq analysis. The project used 24 independent libraries constructed from 12 wild caught resistant and 12 susceptible Ae. albopictus female adults.,gpt-3.5-turbo,Genomics	Genetics	Molecular biology
North Dakota State Department of Health mosquito data for 2010,"2010 mosquito data from North Dakota, collected by the North Dakota State Department of Health. (MapVEu VBP0000534)",gpt-3.5-turbo,Genetics	Medical informatics	Microbiology
"Mosquito surveillance, Ada County Weed, Pest, and Mosquito, in Idaho, USA, 2011","Mosquito collections from Ada County Weed, Pest, and Mosquito have been made in various locations in Ada County, Idaho, USA, using EVS (Encephalitis Vector Survey) traps. (MapVEu VBP0000659)",gpt-3.5-turbo,Public health and epidemiology	Zoology	Ecology
"Non-mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2017","Non-mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2017. (MapVEu VBP0000408)",gpt-3.5-turbo,Environmental sciences   Veterinary medicine   Infectious disease
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 1981",Desplaines Valley Mosquito Abatement 1981. (MapVEu VBP0000483),gpt-3.5-turbo,Environmental sciences       Entomology        Public health and epidemiology
T. cruzi and T. brucei lysine and N-terminal acetylation proteomes,"Acetylation of lysine and N-terminal amino acids in T. cruzi epimastigotes, T. brucei procyclic forms, and T. brucei bloodstream forms.",gpt-3.5-turbo,Environmental sciences\tVector-borne diseases\tPublic health and epidemiology
<i>Porospora gigantea</i> B Genome Sequence and Annotation,"Genome sequence and annotation for Porospora cf. gigantea B, a marine eugregarine apicomplexan which was sequenced with Illumina methods.",gpt-3.5-turbo,Biochemistry	Molecular biology	Proteomics
<i>Nakaseomyces glabratus</i> CBS 138 Genome Sequence and Annotation,Genome sequence and annotation for Nakaseomyces glabratus CBS 138.,gpt-3.5-turbo,Genomics   Molecular biology   Marine biology
<i>Alternaria alternata</i> SRC1lrK2f Genome Sequence and Annotation,Genome Sequence and Annotation of Alternaria alternata SRC1lrK2f,gpt-3.5-turbo,Genomics	Annotation	Biology
Transcriptomic responses under acidic pH stress,Gene expression analysis at pH 2.5 and 6.,gpt-3.5-turbo,Genomics\tBioinformatics\tMolecular biology
Montana State University mosquito data for 2018,"2018 mosquito surveillance data collected by Montana State University, Department of Animal and Range Sciences. (MapVEu VBP0000667)",gpt-3.5-turbo,"Gene expression, Transcriptomics, Environmental sciences"
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 1984",Desplaines Valley Mosquito Abatement 1984. (MapVEu VBP0000486),gpt-3.5-turbo,Environmental sciences    Microbiology    Zoology
Contrasting patterns of insecticide resistance and knockdown resistance (kdr) in the dengue vectors Aedes aegypti and Aedes albopictus from Malaysia,Aedes aegypti and albopictus mosquitoes were collected from four states in Malaysia in 2010 using ovitraps and tested against six major insecticides using WHO bioassays. Knockdown resistance (kdr) was investigated in both species. (MapVEu VBP0000135),gpt-3.5-turbo,Environmental sciences	Public health and epidemiology	Microbiology
"Epigenome of sporozoites (HP-1, H3K9me3, H3K9ac) and rings (HP-1, H3K9me3).","Genome-wide distribution of HP-1 and H3K9me3 in P. falciparum rings and sporozoites, as well as H3K9ac in sporozoites.",gpt-3.5-turbo,Infectious disease	Ecology	Genomics
SNP calls on WGS of environmental isolates of Aspergillus fumigatus,64 field isolates were collected from agricultural fields in Germany,gpt-3.5-turbo,Epigenetics	Epigenomics	Biochemistry
Isolate genotypes generated from a 3k SNP Chip,Isolate genotyping data generated from a 3k snp chip from Broad,gpt-3.5-turbo,Agricultural science   Genomics   Microbiology
<i>Pneumocystis oryctolagi</i> CS1 Genome Sequence and Annotation,Genome Sequence and Annotation of Pneumocystis oryctolagi CS1,gpt-3.5-turbo,Bioinformatics	Genetics	Genomics
