Data Repository,_id,Name,Description,Topics,Predictions,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
Qiita,qiita_13196,Oral microbiota development in early childhood.,"In this population-based Swedish cohort, we used 16S rRNA sequencing to study microbiota composition in samples from children assessed at 6, 12 and 24 months of age. We investigated the association of birth and early childhood characteristics with oral microbiota composition. ",[Paediatrics | Microbial ecology | Developmental biology],"{'Developmental biology', 'Medicine', 'Microbiology'}",0.2,0.3333333333,0.3333333333,"{'Microbial ecology', 'Paediatrics'}","{'Medicine', 'Microbiology'}",0.9172619048,0.0,1.0,1.0,0.9172619048
Qiita,qiita_10786,Patterns in gut microbiota similarity associated with degree of sociality among sex classes of a Neotropical primate.,"Studies of human and domestic animal models indicate that related individuals and those that spend the most time in physical contact typically have more similar gut microbial communities. However, few studies have examined these factors in wild mammals where complex social dynamics and a variety of interacting environmental factors may impact the patterns observed in controlled systems. Here, we explore the effect of host kinship and time spent in social contact on the gut microbiota of wild, black howler monkeys (Alouatta pigra). Our results indicate that closely related individuals had less similar gut microbial communities than non-related individuals. However, the effect was small. In contrast, as previously reported in baboons and chimpanzees, individuals that spent more time in contact (0 m) and close proximity (0-1 m) had more similar gut microbial communities. This pattern was driven by adult female-adult female dyads, which generally spend more time in social contact than adult male-adult male dyads or adult male-adult female dyads. Relative abundances of individual microbial genera such as Bacteroides, Clostridium, and Streptococcus were also more similar in individuals that spent more time in contact or close proximity. Overall, our data suggest that even in arboreal primates that live in small social groups and spend a relatively low proportion of their time in physical contact, social interactions are associated with variation in gut microbiota composition. Additionally, these results demonstrate that within a given host species, subgroups of individuals may interact with the gut microbiota differently.",[Microbial ecology | Zoology | Ecology],"{'Ecology', 'Animal study', 'Microbiology'}",0.2,0.3333333333,0.3333333333,"{'Zoology', 'Microbial ecology'}","{'Animal study', 'Microbiology'}",0.9172619048,0.0,1.0,1.0,0.9172619048
Qiita,qiita_397,Plot-scale manipulations of organic matter inputs to soils correlate with shifts in microbial community composition in a lowland tropical rain forest,"Little is known about the organisms responsible for decomposition in terrestrial ecosystems, or how variations in their relative abundance may influence soil carbon (C) cycling. Here, we altered organic matter in situ by manipulating both litter and through fall inputs to tropical rainforest soils, and then used QPCR and error-corrected bar coded pyrosequencing to investigate how the resulting changes in biogeochemical properties affected microbial community structure. The plot-scale manipulations drove significant changes in microbial community composition: Acidobacteria were present in greater relative abundance in litter removal plots than in double litter plots, while Alphaproteobacteria were found in higher relative abundance in double litter and throughfall reduction plots than in control or litter removal plots. In addition, the bacterial:archaeal ratio was higher in double litter than no litter plots. The relative abundances of Actinobacteria, Alphaproteobacteria and Gammaproteobacteria were positively correlated with microbial biomass C and nitrogen (N), and soil N and C pools, while acidobacterial relative abundance was negatively correlated with these same factors. Bacterial:archaeal ratios were positively correlated with soil moisture, total soil C and N, extractable ammonium pools, and soil C:N ratios. Additionally, bacterial:archaeal ratios were positively related to the relative abundance of Actinobateria, Gammaproteobacteria, and Actinobacteria, and negatively correlated to the relative abundance of Nitrospira and Acidobacteria. Together, our results support the copiotrophic/oligotrophic model of soil heterotrophic microbes suggested by Fierer et al. (2007). Our work also provides new insight into the role of Archaea, and suggests that the majority of Archaea in this tropical rainforest soil may be autotrophic nitrifiers which have a selective advantage when soil C:N ratios are low.",[Microbial ecology | Biochemistry | Carbon cycle],"{'Environmental sciences', 'Bioinformatics', 'Microbial ecology'}",0.2,0.3333333333,0.3333333333,"{'Biochemistry', 'Carbon cycle'}","{'Bioinformatics', 'Environmental sciences'}",0.2,0.0,1.0,1.0,0.2
Qiita,qiita_11076,Rapid change of fecal microbiome and disappearance of Clostridium difficile in a colonized infant after transition from breast milk to cow milk,"Background
Clostridium difficile is the most common known cause of antibiotic-associated diarrhea. Upon the disturbance of gut microbiota by antibiotics, C. difficile establishes growth and releases toxins A and B, which cause tissue damage in the host. The symptoms of C. difficile infection disease range from mild diarrhea to pseudomembranous colitis and toxic megacolon. Interestingly, 10–50 % of infants are asymptomatic carriers of C. difficile. This longitudinal study of the C. difficile colonization in an infant revealed the dynamics of C. difficile presence in gut microbiota.

Methods
Fifty fecal samples, collected weekly between 5.5 and 17 months of age from a female infant who was an asymptomatic carrier of C. difficile, were analyzed by 16S rRNA gene sequencing.

Results
Colonization switching between toxigenic and non-toxigenic C. difficile strains as well as more than 100,000-fold fluctuations of C. difficile counts were observed. C. difficile toxins were detected during the testing period in some infant stool samples, but the infant never had diarrhea. Although fecal microbiota was stable during breast feeding, a dramatic and permanent change of microbiota composition was observed within 5 days of the transition from human milk to cow milk. A rapid decline and eventual disappearance of C. difficile coincided with weaning at 12.5 months. An increase in the relative abundance of Bacteroides spp., Blautia spp., Parabacteroides spp., Coprococcus spp., Ruminococcus spp., and Oscillospira spp. and a decrease of Bifidobacterium spp., Lactobacillus spp., Escherichia spp., and Clostridium spp. were observed during weaning. The change in microbiome composition was accompanied by a gradual increase of fecal pH from 5.5 to 7.

Conclusions
The bacterial groups that are less abundant in early infancy, and that increase in relative abundance after weaning, likely are responsible for the expulsion of C. difficile.",[Microbiology | Infectious disease | Gastroenterology],"{'Developmental biology', 'Microbiology', 'Gastroenterology'}",0.5,0.6666666667,0.6666666667,{'Infectious disease'},{'Developmental biology'},1.277777778,0.0,1.0,1.0,1.277777778
Qiita,qiita_755,Replicating the microbial community and water quality performance of full-scale slow sand filters in laboratory-scale filters.,Temporal and spatial variation of samples from a slow sand filter water purification system. This is illumina repeat of 454 data,[Microbial ecology | Freshwater biology | Metagenomics],"{'Microbiology', 'Environmental sciences', 'Bioinformatics'}",0.0,0.0,0.0,"{'Metagenomics', 'Microbial ecology', 'Freshwater biology'}","{'Microbiology', 'Environmental sciences', 'Bioinformatics'}",0.7916666667,0.0,1.0,1.0,0.7916666667
Qiita,qiita_1521,Samples presented at EMP conference June 2011 Shenzhen,"Samples presented at EMP conference Shenzhen, China, June 2011.  Includes water, soil, insects, air, contaminated water",[Sample collections | Environmental sciences | Freshwater biology],"{'Microbiology', 'Environmental sciences'}",0.25,0.5,0.3333333333,"{'Sample collections', 'Freshwater biology'}",{'Microbiology'},1.041666667,0.0,1.5,1.0,1.041666667
Qiita,qiita_1926,"Structure, function and diversity of the healthy human microbiome (WGS)",The overall mission of the HMP was to generate resources to facilitate characterization of the human microbiota to further our understanding of how the microbiome impacts human health and disease. Metagenomic whole genome shotgun (wgs) sequencing provided insights into the functions and pathways present in the human microbiome.,[Microbial ecology | Metagenomics | Human biology],"{'Metagenomics', 'Genomics', 'Microbiology'}",0.2,0.3333333333,0.3333333333,"{'Human biology', 'Microbial ecology'}","{'Microbiology', 'Genomics'}",0.9916666667,0.0,1.0,1.0,0.9916666667
Qiita,qiita_452,The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice - assembly,"Diet and nutritional status are among the most important modifiable determinants of human health. The nutritional value of food is influenced in part by a persons gut microbial community (microbiota) and its component genes (microbiome). Unraveling the interrelations among diet, the structure and operations of the gut microbiota, and nutrient and energy harvest is confounded by variations in human environmental exposures, microbial ecology, and genotype. To help overcome these problems, we created a well-defined, representative animal model of the human gut ecosystem by transplanting fresh or frozen adult human fecal microbial communities into germ-free C57BL/6J mice. Culture-independent metagenomic analysis of the temporal, spatial, and intergenerational patterns of bacterial colonization showed that these humanized mice were stably and heritably colonized and reproduced much of the bacterial diversity of the donors microbiota. Switching from a low-fat, plant polysaccharide-rich diet to a high-fat, high-sugar Western diet shifted the structure of the microbiota within a single day, changed the representation of metabolic pathways in the microbiome, and altered microbiome gene expression. Reciprocal transplants involving various combinations of donor and recipient diets revealed that colonization history influences the initial structure of the microbial community but that these effects can be rapidly altered by diet. Humanized mice fed the Western diet have increased adiposity; this trait is transmissible via microbiota transplantation. Humanized gnotobiotic mice will be useful for conducting proof-of-principle clinical trials that test the effects of environmental and genetic factors on the gut microbiota and host physiology. Nearly full-length 16S rRNA gene sequences are deposited in GenBank under the accession numbers GQ491120 to GQ493997.",[Microbial ecology | Nutritional science | Animal study],"{'Metagenomics', 'Microbiology', 'Nutritional science'}",0.2,0.3333333333,0.3333333333,"{'Animal study', 'Microbial ecology'}","{'Metagenomics', 'Microbiology'}",0.9172619048,1.0,1.0,1.0,0.9172619048
Qiita,qiita_12669,The Screamer Gut Microbiome,"The horned screamer (Anhima cornuta) is a member of Anhimidae family (Anseriformes order), with two species more (southern screamer (Chauna chavaria) and the northern screamer (Chauna torquata). Horned screamers are distributed in tropical lowland fresh water of Venezuela, the eastern llanos of Columbia, eastern Bolivia and south-central Brazil (Naranjo 1986; Piland, 2010).  This species is catalog by IUCN as Least Concern (LC), because has a large range distribution, and population decline is not to be sufficiently rapid (BirdLife International, 2012). One study in Ecuador report that agriculture expansion and cattle ranching are reduced the Horned Screamer population (Avala et al., 2009). The natural habitat of Venezuela had been destroyed by agriculture and livestock grazing expansion causing loss of biodiversity (Fundación La Salle de Ciencias Naturales, 2010). However information about this bird is reduced to a few studies realized in Colombia and Ecuador (Gill et al., 1974; Barrow et al 1986; Naranjo, 1986; Avala et al., 2009) and in Venezuela information is reduce a few counts reported by NWC (Martinez, 2011, 2012; Sainz-Borgo, 2013; Sainz-Borgo et al., 2014, 2015). The Horned Screamer eats a variety of small shrubs and buds grazing and digging along the water (Naranjo, 1986; Piland, 2010; Hilty, 2013). Only one study made in Colombia described the horned screamer diet as herbivorous and include 9 plant species (Naranjo, 1986). However, we not found reports of bacteria community or anatomy description of digestive tract in horned screamer. We hypothesized that horned screamer can be have a digestive tract with fermentation chamber with microorganisms in crop or ceca. The objective of our study is describe the anatomy and to characterize the bacterial community of digestive tract of horned screamer (Anhima cornuta) in a wetland of Venezuela. ",[Microbial ecology | Zoology | Ecology],"{'Animal study', 'Zoology', 'Microbiology'}",0.2,0.3333333333,0.3333333333,"{'Ecology', 'Microbial ecology'}","{'Animal study', 'Microbiology'}",0.8860119048,0.3333333333,1.0,1.0,0.8860119048
Zenodo,ZENODO_5935523,"Aeolian Saltation Data at Duck, NC - 8 Nov 2021","Aeolian saltation data collected on the north property of the Field Research Facility (FRF) in Duck, NC associated with the passing of a Nor'Easter system. Time series data includes 1Hz measurements from a Sensit H14-LIN sensor, 1 Hz wind measurements from a horizontally mounted ZX TM doppler wind lidar sensor, and tidal measurements made from the end of the FRF pier. These time series data are provided as CSV files individually for each sensor, with headers of the CSV files indicating the variables of interest. Addititionally, a Sequoia LISST-Holo2 sensor was deployed to measure properties of the aeolian saltation layer at 10Hz. Particle grain size information exported from the HoloBatch program is additionally provided, with the raw reconstructed particle height relative to the sensor lens provided. More details regarding these measurements can be found in the following manuscript:
Cohn, Dickhudt, and Marshall (2022). In-situ measurement of grain size characteristics within the aeolian saltation layer on a coastal beach. Earth Surface Processes and Landforms",[Physics | Environmental sceince],"{'Ecology', 'Agricultural science', 'Environmental sciences'}",0.25,0.3333333333,0.5,{'Physics'},"{'Ecology', 'Agricultural science'}",0.25,0.0,0.6666666667,0.6666666667,0.1666666667
Zenodo,ZENODO_7469919,Data from: 2-D sex images elicit mate copying in fruit flies,"Although the environment is three-dimensional (3-D), humans are able to extract subtle information from two-dimensional (2-D) images, particularly in the domain of sex. However, whether animals with simpler nervous systems are capable of such information extraction remains to be demonstrated, as this ability would suggest a functional generalisation capacity. Here, we performed mate-copying experiments in Drosophila melanogaster using 2-D artificial stimuli. Mate copying occurs when naïve females observe the mating success of potential mates and use that social information to build their own mating preference. By replacing live demonstrations with (i) photos or (ii) simplified images of copulating pairs, we found that even crudely simplified images of sexual intercourse still elicit mate copying, suggesting that Drosophila is able to extract sex-related information even from a degraded image. This new method constitutes a powerful tool to further investigate mate copying in that species and sexual preferences in general.",[Animal study | Reproductive health | Psychiatry],"{'Ecology', 'Environmental sciences'}",0.0,0.0,0.0,"{'Animal study', 'Psychiatry', 'Reproductive health'}","{'Ecology', 'Environmental sciences'}",0.6507936508,0.0,1.5,1.0,0.6507936508
Zenodo,ZENODO_4990807,Data from: A low-cost solution for documenting distribution and abundance of endangered marine fauna and impacts from fisheries,"Fisheries bycatch is a widespread and serious issue that leads to declines of many important and threatened marine species. However, documenting the distribution, abundance, population trends and threats to sparse populations of marine species is often beyond the capacity of developing countries because such work is complex, time consuming and often extremely expensive. We have developed a flexible tool to document spatial distribution and population trends for dugongs and other marine species in the form of an interview questionnaire supported by a structured data upload sheet and a comprehensive project manual. Recognising the effort invested in getting interviewers to remote locations, the questionnaire is comprehensive, but low cost. The questionnaire has already been deployed in 18 countries across the Indo-Pacific region. Project teams spent an average of USD 5,000 per country and obtained large data sets on dugong distribution, trends, catch and bycatch, and threat overlaps. Findings indicated that >50% of respondents had never seen dugongs and that 20% had seen a single dugong in their lifetimes despite living and fishing in areas of known or suspected dugong habitat, suggesting that dugongs occured in low numbers. Only 3% of respondents had seen mother and calf pairs, indicative of low reproductive output. Dugong hunting was still common in several countries. Gillnets and hook and line were the most common fishing gears, with the greatest mortality caused by gillnets. The questionnaire has also been used to study manatees in the Caribbean, coastal cetaceans along the eastern Gulf of Thailand and western Peninsular Malaysia, and river dolphins in Peru. This questionnaire is a powerful tool for studying distribution and relative abundance for marine species and fishery pressures, and determining potential conservation hotspot areas. We provide the questionnaire and supporting documents for open-access use by the scientific and conservation communities.",[Marine biology | Ecology | Agricultural science],"{'Animal study', 'Biology'}",0.0,0.0,0.0,"{'Ecology', 'Agricultural science', 'Marine biology'}","{'Animal study', 'Biology'}",0.6507936508,0.0,1.5,1.0,0.6507936508
Zenodo,ZENODO_4947813,Data from: Drivers of individual niche variation in coexisting species,"1. Although neglected by classic niche theory, individual variation is now recognized as a prevalent phenomenon in nature with evolutionary and ecological relevance. Recent theory suggests that differences in individual variation across competitors can affect species coexistence and community patterns. However, the degree of individual variation is flexible across wild populations and we still know little about the ecological drivers of this variation across populations of single species and, especially, across coexisting species. 2. Here we aimed to (i) elucidate the major drivers of individual niche variation in natural communities and (ii) to determine how consistent this variation is across coexisting species and communities.
3. We analyzed natural patterns of individual-level niche variation in four species of coexisting generalist frogs across a wide range of tropical communities. Specifically, we used gut contents and stable isotopes (δ13C and δ15N) from frog species and their prey to quantify individual niche specialization. Then we combined data on local community structure, availability of prey, phylogenetic relationships, and predator-prey size models to test how this variation is related to four ecological factors which are predicted to be key drivers of individual specialization: intraspecific competition, interspecific competition, ecological opportunity (i.e., diversity of resources), and predation. 4. We found that the degree of individual trophic specialization varied by up to nine-fold across populations within the same species. This sizable variation in trophic specialization across populations was at least partially explained by gradients of density of competitors (both conspecifics and heterospecifics) and intraguild predation. However, the specific relationships between individual specialization and these ecological gradients were strongly species-specific. As consequences, the identity of the species with more individual variation changed among sites and there was typically no spatial correlation in the degree of individual specialization across co-existing species. 5. Our results show that individual niche specialization within and across species can be strongly context-dependent and that hierarchies of individual variation among coexisting species are not necessarily consistent across communities. Recent theory suggests that this pattern could lead to concurrent changes in competitive interactions across sites and thereby could play a key role in species coexistence at the landscape level. Our results suggest that individual variation across and within coexisting species has the potential to affect not only species coexistence at local communities, but also regional diversity patterns.",[Evolutionary biology | Ecology | Biodiversity],"{'Biodiversity', 'Marine biology', 'Environmental sciences'}",0.2,0.3333333333,0.3333333333,"{'Ecology', 'Evolutionary biology'}","{'Marine biology', 'Environmental sciences'}",0.9172619048,1.0,1.0,1.0,0.9172619048
Zenodo,ZENODO_5000201,Data from: Effects of arthropod inquilines on growth and reproductive effort among metacommunities of the purple pitcher plant (Sarracenia purpurea var. montana),"Many plant species harbor communities of symbionts that release nutrients used by their host plants. However, the importance of these nutrients to plant growth and reproductive effort is not well understood. Here, we evaluate the relationship between the communities that colonize pitcher plant phytotelmata and the pitcher plants' vegetative growth and flower production to better understand the symbiotic role played by phytotelma communities. We focus on the mountain variety purple pitcher plant (Sarracenia purpurea var. montana), which occurs in small and isolated populations in Western North Carolina. We found that greater symbiont community diversity is associated with higher flower production the following season. We then examined geographic variation in communities and found that smaller plant populations supported less diverse symbiont communities. We relate our observations to patterns of community diversity predicted by community ecology theory.",[Microbial ecology | Plant biology | Nutritional science],"{'Ecology', 'Zoology', 'Biology'}",0.0,0.0,0.0,"{'Plant biology', 'Nutritional science', 'Microbial ecology'}","{'Ecology', 'Zoology', 'Biology'}",0.6924603175,0.0,1.0,1.0,0.6924603175
Zenodo,ZENODO_4993459,Data from: The relative power of genome scans to detect local adaptation depends on sampling design and statistical method,"Although genome scans have become a popular approach towards understanding the genetic basis of local adaptation, the field still does not have a firm grasp on how sampling design and demographic history affect the performance of genome scans on complex landscapes. To explore these issues, we compared 20 different sampling designs in equilibrium (i.e. island model and isolation by distance) and nonequilibrium (i.e. range expansion from one or two refugia) demographic histories in spatially heterogeneous environments. We simulated spatially complex landscapes, which allowed us to exploit local maxima and minima in the environment in 'pair' and 'transect' sampling strategies. We compared FST outlier and genetic–environment association (GEA) methods for each of two approaches that control for population structure: with a covariance matrix or with latent factors. We show that while the relative power of two methods in the same category (FST or GEA) depended largely on the number of individuals sampled, overall GEA tests had higher power in the island model and FST had higher power under isolation by distance. In the refugia models, however, these methods varied in their power to detect local adaptation at weakly selected loci. At weakly selected loci, paired sampling designs had equal or higher power than transect or random designs to detect local adaptation. Our results can inform sampling designs for studies of local adaptation and have important implications for the interpretation of genome scans based on landscape data.",[Genomics | Ecology | Computational biology],"{'Metagenomics', 'Ecology', 'Zoology'}",0.2,0.3333333333,0.3333333333,"{'Genomics', 'Computational biology'}","{'Metagenomics', 'Zoology'}",0.9172619048,1.0,1.0,1.0,0.9172619048
Zenodo,ZENODO_3250092,"Database - Some Indicators of PISA (2000-2015), by countries","Database - Some Indicators of PISA (2000-2015), by countries",Cannot be determined,"{'Population genetics', 'Genetics', 'Environmental sciences'}",0.0,0.0,0.0,set(),"{'Population genetics', 'Genetics', 'Environmental sciences'}",0.0,0.0,0.0,0.0,0.0
Zenodo,ZENODO_4506265,Day and Night Changes of Cardiovascular Complexity: A Multi-Fractal Multi-Scale Analysis, Raw data for reproducing figures 2 and 3 of the paper DOI:10.3390/e22040462,[Cardiology],set(),0.0,0.0,0.0,{'Cardiology'},set(),0.0,0.0,inf,1.0,0.0
Zenodo,ZENODO_8197843,Deep and fast label-free Dynamic Organellar Mapping - Imaging data,"Imaging data from the article ""Deep and fast label-free Dynamic Organellar Mapping"", published in Nature Communications by Schessner et al., from Fig. 6, 7 and Supp. Fig. 6c.
Widefield images were captured on a Leica DMi8 inverted microscope equipped with an iTK LMT200 motorised stage, a 63x/1.47 oil objective (HC PL APO 63x/1.47 OIL) and a Leica DFC9000 GTC Camera, and controlled with LAS X (Leica Application Software X).
Fig6_GLG1_TGOLN2_GALNT2_SuppFig6c_LC3B: Widefield imaging of wild-type HeLa cells cultured for 1h in either: 1) full growth medium (Control); 2) EBSS to starve the cells (Starve); 3) full growth medium plus 100 nM BafA (Control + BafA); or 4) EBSS plus 100 nM BafA (Starve + BafA). Cells were labelled with anti-GALNT2 (Alexa Fluor 488), in combination with either anti-GLG1 (Alexa Fluor 568) or anti-TGOLN2 (Alexa Fluor 680), as shown in Fig. 6, or were labelled with anti-LC3B (Alexa Fluor 488), as shown in Supp. Fig. 6c. In all images, cells were stained with DAPI to label nuclei.
Fig7_GALNT2_GLG1_TM9SF2_TGOLN2_GOLIM4_SDF4: Widefield imaging of HeLa cells left untreated in full growth medium (0h) or cultured in the presence of 100 nM BafA for 0.5, 1, 2, 4, 6 or 8 hours, before fixation. Cells were labelled with anti-GALNT2 (Alexa Fluor 647) in combination with either anti-GLG1, anti-TM9SF2, anti-TGOLN2, anti-GOLIM4 or anti-SDF4 (Alexa Fluor 555). In all images, cells were stained with DAPI and phalloidin-488 to label nuclei and cytoplasm, respectively.",[Cell biology],"{'Cardiology', 'Biomedical science', 'Bioinformatics'}",0.0,0.0,0.0,{'Cell biology'},"{'Cardiology', 'Biomedical science', 'Bioinformatics'}",0.7172619048,0.0,0.3333333333,0.3333333333,0.2390873016
Zenodo,ZENODO_5500728,Epizoanthus rinbou SPAdes preassembly,.,[Zoology | Sequencing],"{'Proteomics', 'Cell biology'}",0.0,0.0,0.0,"{'Sequencing', 'Zoology'}","{'Proteomics', 'Cell biology'}",0.7916666667,0.0,1.0,1.0,0.7916666667
Zenodo,ZENODO_234660,Evaluation results for Data Narratives,"Excel file containing the results of the 12 responses to the questionnaire http://doi.org/10.5281/zenodo.234648
The file also contains the graphs included on the paper http://dx.doi.org/10.1145/3025171.3025193",Cannot be determined,"{'Genetics', 'Microbiology', 'Molecular biology'}",0.0,0.0,0.0,set(),"{'Microbiology', 'Genetics', 'Molecular biology'}",0.0,0.0,0.0,0.0,0.0
Zenodo,ZENODO_5549500,Integer topological defects organize stresses driving tissue morphogenesis,Raw data files,[Developmental biology],"{'Computer science', 'Data mining', 'Data visualisation'}",0.0,0.0,0.0,{'Developmental biology'},"{'Computer science', 'Data mining', 'Data visualisation'}",0.0,0.0,0.3333333333,0.3333333333,0.0
Zenodo,ZENODO_4315223,Lipid content and stable isotopes of zooplankton during five winters around the northern Antarctic Peninsula,"The Southern Ocean zooplankton community is diverse, yet most species are understudied, especially with respect to their overwinter feeding ecologies. This dataset describes body condition and trophic biomarker data (lipid content and stable isotopes of carbon and nitrogen) from 19 zooplankton species collected over five consecutive winters (August and September 2012 – 2016) around the northern Antarctic Peninsula. To complement these data and provide context for interpretation, we report environmental data (percent sea-ice cover, sea-ice type, water temperature, salinity, and integrated chlorophyll-a (to 100 m)) as well as species abundance data at each sampling location. For most species, these are the first winter measurements or time series of body condition, trophic position, and abundance in relation to environmental variables around the northern Antarctic Peninsula. ",[Microbial ecology | Marine biology],"{'Developmental biology', 'Cell biology', 'Molecular biology'}",0.0,0.0,0.0,"{'Marine biology', 'Microbial ecology'}","{'Developmental biology', 'Cell biology', 'Molecular biology'}",0.7916666667,0.0,0.6666666667,0.6666666667,0.5277777778
Zenodo,ZENODO_4310163,Mating under climate change: impact of simulated heatwaves on the reproduction of model pollinators (Dataset),"
Climate change is related to an increase in frequency and intensity of extreme events such as heatwaves. It is well established that such events may worsen the current worldwide biodiversity decline. In many organisms, heat stress is associated with direct physiological perturbations and could lead to a decrease of fitness. In contrast to endotherms, heat stress resistance has been poorly investigated in heterotherms; especially in insects, in which the internal physiological mechanisms available to regulate body temperature are almost negligible making them sensitive to extreme temperature variations.
Wild bees are crucial pollinators for wild plants and crops. Among them, bumblebees are experiencing a strong decline across the world. Therefore, the ongoing global decline of these insect pollinators partly due to climate change could cause major economic issues.
Here, we assess how simulated heatwaves impact fertility and attractiveness (key parameters of sustainability) of bumblebee males. We used three model species: Bombus terrestris, a widespread and warm-adapted species, B. magnus and B. jonellus, two declining and cold-adapted species.
We highlight that heat shock (40°C) negatively affects sperm viability and sperm DNA integrity only in the two cold-adapted species. Heat shock can also impact the structure of cephalic labial glands and the production of pheromones only in the declining species.
The specific disruption in key reproductive traits we identify following simulated heatwave conditions could provide one important mechanistic explanation for why some pollinators are in decline through climate change.
",[Environmental science | Zoology | Simulation experiment],"{'Biodiversity', 'Marine biology', 'Environmental sciences'}",0.2,0.3333333333,0.3333333333,"{'Simulation experiment', 'Zoology'}","{'Biodiversity', 'Marine biology'}",0.9916666667,0.0,1.0,1.0,0.9916666667
Zenodo,ZENODO_4768438,Memory extinction and spontaneous recovery shaping parasitoid foraging behavior,"Animals can alter their foraging behavior through associative learning, where an encounter with an essential resource (e.g. food or a reproductive opportunity) is associated with nearby environmental cues (e.g. volatiles). This can subsequently improve the animal's foraging efficiency. However, when these associated cues are encountered again, the anticipated resource is not always present. Such an unrewarding experience, also called a memory-extinction experience, can change an animal's response to the associated cues. Although some studies are available on the mechanisms of this process, they rarely focus on cues and rewards that are relevant in an animal's natural habitat. In this study, we tested the effect of different types of ecologically relevant memory-extinction experiences on the conditioned plant volatile preferences of the parasitic wasp Cotesia glomerata that uses these cues to locate its caterpillar hosts. These extinction experiences consisted of contact with only host traces (frass and silk), contact with non-host traces or an oviposition in a non-host near host traces, on the conditioned plant species. Our results show that the lack of an oviposition, after contacting host traces, led to the temporary alteration of the conditioned plant volatile preference in C. glomerata, but this effect was plant species-specific. These results provide novel insights in how ecologically relevant memory-extinction experiences can fine-tune an animal's foraging behavior. This fine-tuning of learned behavior can be beneficial when the lack of finding a resource accurately predicts current, but not future foraging opportunities. Such continuous re-evaluation of obtained information helps animals to prevent maladaptive foraging behavior.",[Ecology | Zoology],"{'Biodiversity', 'Animal study', 'Ecology'}",0.25,0.3333333333,0.5,{'Zoology'},"{'Biodiversity', 'Animal study'}",0.9672619048,0.0,0.6666666667,0.6666666667,0.6448412698
Zenodo,ZENODO_7848933,"Natrolite - Sample 2 NanED Round Robin, Data: ESR10","Natrolite
The following submission contains the data collection and processing of the dataset for the sample natrolite under the NanEd round-robin project. A single crystal was identified, and the rotation data acquisition technique was used to collect the dataset on the same crystal. The dataset was processed with XDS software. The table below summarizes the data collection parameters for the dataset. The following data is also in the data folder as a Word file.
 
Continuous Rotation:




General information:


 




Project


NanED (www.naned.eu)




ESR Project


ESR10 - Round Robin




Project Label


RR-2




Sample Label


RR-2_SU




Data set Label


RR-2




 


 




Instrumental:


 




Instrument


Transmission electron microscope JEOL 2100 LaB6




Radiation source


LaB6




Accelerating voltage


200 kV




Wavelength


0.0251 Å




Probe Type


Parallel beam




Beam Diameter


6 μm




Beam Convergence


Parallel beam, convergence <0.1mrad




Detector


Hybrid pixel detector ASI Timepix (bottom mounted)




Number of pixels in the image


512 x 512




Pixel size


55 µm x 55 µm




Effective camera length


250 mm




Calibration constant


0.004990 Å-1/pixel




 


 




Sample description:


 




Name


Natrolite




Chemical composition


Na2Si3Al2O10.(H2O)2




Sample source

 



Sample preparation


Powder crushed in an agate mortar and deposited on a Cu grid with lacey C film




Experimental:


 




Data Type


Electron diffraction data - 3D ED




Data collection method


Continuous Rotation




Temperature (K) used during data collection


293 K




Number of crystals contributing to the data set


1




Number of experimental frames


513




tilt range, tilt step, tilt per frame


 -48.35°-70.58°, 0.453°/s, 0.2318°/frame




Exposure time per frame


0.5




 


 




Software:


 




Software used for the data collection


Instamatic




Software used for processing


XDS




 


 




Authorship and bibliography


 




Author(s) of the data


Lei Wang (ESR 10)




Related data


 




Publication(s)


 




 


 




Files and data formats


 




Image folder


REDp: Folder containing images of the diffraction pattern from each frame
XDS: Folder containing images of the diffraction pattern from each frame




Image format


mrc and img




Additional folders/files


Crystal image : image of the crystal




 


cRED_log: log file of data collection




 


1.ed3d: input file for REDp




 


XDS.INP: input file for the program XDS




 




Notes:
*Project Label ""RR-2"" stands for Round Robin 2
*RR-2 contains 1 dataset.



",Cannot be determined,"{'Parasitology', 'Animal study', 'Ecology'}",0.0,0.0,0.0,set(),"{'Parasitology', 'Animal study', 'Ecology'}",0.0,0.0,0.0,0.0,0.0
Zenodo,ZENODO_5813077,Notarius kessleri RB0020 GRAHAM,.,[Zoology],"{'Data acquisition', 'Cryogenic electron microscopy', 'Structural biology'}",0.0,0.0,0.0,{'Zoology'},"{'Data acquisition', 'Cryogenic electron microscopy', 'Structural biology'}",0.7847222222,1.0,0.3333333333,0.3333333333,0.2615740741
Zenodo,ZENODO_8267042,pharyngocirrus_eroticus_spades_01.fasta.gz,.,[Zoology],"{'Molecular biology', 'Sequence analysis', 'Bioinformatics'}",0.0,0.0,0.0,{'Zoology'},"{'Molecular biology', 'Sequence analysis', 'Bioinformatics'}",0.7916666667,0.0,0.3333333333,0.3333333333,0.2638888889
