Name,Description,Model,Predictions,Ground Truth,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
Zoster vaccine in young and elderly,"Study objective: To analyze the generic innate immune signatures that correlate with the magnitude of the adaptive immune responses (by gamma-interferon ELISPOT, responder-cell frequency (RCF) and flow cytometric studies) in young and elderly populations in order to identify the correlation signatures of the innate immune responses to Zoster vaccine.Study design: Double center, open label study in which adult healthy volunteers will be vaccinated with Zoster vaccine. Blood samples will be collected during a screening visit (between days D-56 to D-14) D0 (at vaccination) and D1, D3, D7, D14, D30, D90 and D180 post vaccination to study innate and adaptive immunity responses. Even though Zoster vaccine is considered safe, volunteers are asked to report and record any local or systemic AEs for 7 days post-vaccination. Also AEs will be reported for 30 days post-vaccination any SAE for 180 days post vaccination. AEs developing the day of the blood draw will also be reported",gpt-3.5-turbo,"{'Gynaecology and obstetrics', 'Microbiology', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Obstetrics'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Gynaecology and obstetrics', 'Microbiology'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Immune response of patients during pregnancy,"To study whether the different trimesters in a unique hormone environment are associated with...(a) Identifiable, discrete changes in maternal systemic immunity and/or(b) recognizable alterations in susceptibility to select biodefense pathogens.By challenging patient's cells with chimeric NDV viruses the study will investigate immune antagonists from category A-C pathogens and determine whether pregnancy changes in immune responses may lead to more profound pathogen specific immunodeficiency.NK, T, plasmacytoid and myeloid dendritic cells will be evaluated without stimulation as well as evaluated in experiments after virus challenge. Cytokine and chemokine expression will also be assessed to determine whether cytokine expression patterns can be predicted in an individual and whether a specific pattern of cytokine expression is related to gestational age.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
"Next Generation Sequencing RNA Seq data from UKE Phase I rVSV ZEBOV vaccine clinical trial, from full blood samples on Days 0,1,3,7","10 adult participants of dose group 3x10^6 pfu, and 10 participants of dose group 20x10^6 pfu. Reads were aligned to the human reference assembly (GRCh38.p7) using STAR software (v2.4.2a; option '--quantMode GeneCounts'). Gene annotation was obtained from Ensembl (release 79, ensemble.org). VOOM+Limma analysis (R software, version 3.2.2) was used to assess differential gene expression at each post-vaccination day (d1, d3 and d7) against baseline (d0). Next, we intergreted gene expression data and antibody response using an sPLS algorithm, in order to down-select genes correlating with multivariate antibody responses at days 28, 54, 84,180.",gpt-3.5-turbo,"{'Biomarkers', 'Infectious disease'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Clinical Immunology and Immunotherapeutics', 'Infectious Disease'}",0.25,0.5,0.3333333333333333,"{'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Biomarkers'},1.0416666666666667,0.0,1.5,1.0,1.0416666666666667
"Systems Biology Approach to Study Influenza Vaccine 2011-12 in Healthy Children (see companion studies SDY364, SDY368, SDY387, SDY522)","The treatment of pediatric immune system dysfunctions depends upon the basic understanding of its molecular and cellular components, as well as the inherent relationships between these components. Specifically, such knowledge requires an appreciation of B-Iymphocytes, T lymphocytes, natural killer cells and dendritic cells. Research investigating these cells and their functions necessitates the availability and acquisition of peripheral blood samples from healthy children to form control data groups against which various experimental conditions can be measured. Volunteers will be asked to donate blood samples to be used to further study the circulating dendritic cell subpopulations and establish their normal ranges. Blood samples will also be used to isolate antigen specific T lymphocytes, serve as a monocyte source and establish gene signatures. The assay results from SDY144's EXP13603, EXP11769, and EXP13604 are the same as for this study. The difference is how the floe cytometry results were analyzed in this study versus SDY144.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Transcriptomes From Human Tissue Biopsies During Pregnancy,"Spontaneous preterm labor is one of the leading causes of preterm birth and is associated with pathological changes in both the uterine myometrium and cervix The aim of this study was to understand how these changes occur at a cellular level. Samples of 310 single cell transcriptomes were derived from biopsies of tissues obtained from 4 pregnant women in their third trimester that underwent planned cesarean hysterectomies because of suspected morbidly adherent placentas. Using single cell transcriptomic analyses, different cell types obtained from cervical and uterine biopsies during late pregnancy were delineated using marker genes. Expressed genes were cross validated using the Human Protein Atlas. The cells were separated into 5 major groups using unbiased clustering of marker genes: endothelial, leukocytes, epithelial, smooth muscle, and stromal cells. Genes that separated the different cell types were observed to be genes whose coordinated expression drives that cell types specific biological function. In addition to cell type specific genes, enriched expression of genes implicated in active inflammatory processes were also observed. The single cell catalogue created during this study gives a deeper understanding of pathologies that occur during childbirth, including preterm births.",gpt-3.5-turbo,"{'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pregnancy'},0.6666666666666666,1.0,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",set(),0.6666666666666666,0.0,1.5,1.0,0.6666666666666666
Direct on-swab metabolic profiling of vaginal microbiome host interactions,"The pregnancy vaginal microbiome contributes to risk of preterm birth, the primary cause of death in children under 5 years of age. Here we describe direct on-swab metabolic profiling by Desorption Electrospray Ionization Mass Spectrometry (DESI-MS) for sample preparation-free characterisation of the cervicovaginal metabolome in two independent pregnancy cohorts (VMET, n?=?160; 455 swabs; VMET II, n?=?205; 573 swabs). By integrating metataxonomics and immune profiling data from matched samples, we show that specific metabolome signatures can be used to robustly predict simultaneously both the composition of the vaginal microbiome and host inflammatory status. In these patients, vaginal microbiota instability and innate immune activation, as predicted using DESI-MS, associated with preterm birth, including in women receiving cervical cerclage for preterm birth prevention. These findings highlight direct on-swab metabolic profiling by DESI-MS as an innovative approach for preterm birth risk stratification through rapid assessment of vaginal microbiota-host dynamics.",gpt-3.5-turbo,"{'Virology', 'Vaccinology', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Virology', 'Vaccinology'}",0.9993055555555554,0.3333333333333333,1.0,1.0,0.9993055555555554
Tissue adaptation and clonal segregation of human memory T cells in barrier sites,"T lymphocytes migrate to barrier sites after exposure to pathogens providing localized immunity and long-term protection. Here, we obtained tissues from human organ donors to examine T cells across major barrier sites (skin, lung, jejunum), associated lymph nodes, lymphoid organs (spleen, bone marrow), and in circulation. By integrating single-cell protein and transcriptome profiling, we demonstrate that human barrier sites contain tissue-resident memory T cells (TRM) that exhibit site-adapted profiles for residency, homing, and function distinct from circulating memory T cells. Incorporating T cell receptor and transcriptome analysis, we show that circulating memory T cells are highly expanded, display extensive overlap between sites, and exhibit effector and cytolytic functional profiles, while TRM clones exhibit site-specific expansions and distinct functional capacities. Together, our findings indicate that circulating T cells are more disseminated and differentiated, while TRM exhibit tissue-specific adaptation and clonal segregation, suggesting that strategies to promote barrier immunity require tissue-targeting.",gpt-3.5-turbo,"{'Paediatrics', 'Immunology', 'Systems biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pediatrics'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Paediatrics', 'Systems biology'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Adverse Events After SARS-CoV-2 mRNA Vaccination Among Patients With Inflammatory Bowel Disease,"Patients with immune-mediated inflammatory diseases such as inflammatory bowel disease (IBD) on immunosuppressive and biologic therapies were largely excluded from severe acute respiratory syndrome coronavirus-2 messenger RNA vaccine trials. We evaluated adverse events (AE) after messenger RNA vaccination in 246 adults with IBD participating in a longitudinal vaccine registry. In general, AE frequency was similar to that reported in the general population. AEs were more common among younger patients and those with previous COVID-19. AEs were less common in individuals receiving advanced therapies with biologics or small-molecule inhibitors. Those with IBD and other immune-mediated inflammatory diseases can be reassured that the AE risk is likely not increased, and may be reduced, while on advanced therapies.",gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pregnancy'},0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cell biology', 'Transcriptomics'}",0.7944444444444444,0.5,1.5,1.0,0.7944444444444444
Sex Differences in Lung Imaging and SARS-CoV-2 Antibody Responses in a COVID-19 Golden Syrian Hamster Model,"In the coronavirus disease 2019 (COVID-19) pandemic caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), more severe outcomes are reported in males than in females, including hospitalizations and deaths. Animal models can provide an opportunity to mechanistically interrogate causes of sex differences in the pathogenesis of SARS-CoV-2. Adult male and female golden Syrian hamsters (8 to 10 weeks of age) were inoculated intranasally with 105 50% tissue culture infective dose (TCID50) of SARS-CoV-2/USA-WA1/2020 and euthanized at several time points during the acute (i.e., virus actively replicating) and recovery (i.e., after the infectious virus has been cleared) phases of infection. There was no mortality, but infected male hamsters experienced greater morbidity, losing a greater percentage of body mass, developed more extensive pneumonia as noted on chest computed tomography, and recovered more slowly than females. Treatment of male hamsters with estradiol did not alter pulmonary damage. Virus titers in respiratory tissues, including nasal turbinates, trachea, and lungs, and pulmonary cytokine concentrations, including interferon-? (IFN-?",gpt-3.5-turbo,"{'Gynaecology and obstetrics', 'Microbiology', 'Metabolomics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Gynaecology and obstetrics', 'Microbiology', 'Metabolomics'}",0.7870370370370373,0.0,1.0,1.0,0.7870370370370373
Reduced pathogenicity of the SARS-CoV-2 omicron variant in hamsters,"Background: The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) Omicron (B.1.1.529) variant has proven to be highly transmissible and has outcompeted the Delta variant in many regions of the world. Early reports have also suggested that Omicron may result in less severe clinical disease in humans. Here, we show that Omicron is less pathogenic than prior SARS-CoV-2 variants in Syrian golden hamsters. Methods: Hamsters were inoculated with either SARS-CoV-2 Omicron or other SARS-CoV-2 variants. Animals were followed for weight loss, and upper and lower respiratory tract tissues were assessed for viral loads and histopathology. Findings: Infection of hamsters with the SARS-CoV-2 WA1/2020, Alpha, Beta, or Delta strains led to 4%-10% weight loss by day 4 and 10%-17% weight loss by day 6. In contrast, infection of hamsters with two different Omicron challenge stocks did not result in any detectable weight loss, even at high challenge doses. Omicron infection led to substantial viral replication in both the upper and lower respiratory tracts but demonstrated lower viral loads in lung parenchyma and reduced pulmonary pathology compared with WA1/2020 infection. Conclusions: These data suggest that the SARS-CoV-2 Omicron variant may result in robust upper respiratory tract infection, but less severe lower respiratory tract clinical disease, compared with prior SARS-CoV-2 variants.",gpt-3.5-turbo,"{'Cell biology', 'Immunology', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cell biology', 'Genetics'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Live Kidney Donor Study (RELIVE-01),"The purpose of this study was to establish a multi-center kidney donor database containing renal failure, cardiovascular and overall mortality information for the complete cohorts of kidney donors who underwent living donor uninephrectomy. ",gpt-3.5-turbo,"{'Infectious disease', 'Immunology', 'Gastroenterology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Gastroenterology'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Dataset from Immune Senescence in the Elderly: Comparison of Immune Responses to Influenza Vaccine In Adults of Different Ages,In this study the investigators are trying to understand how immune function declines in the elderly using annual influenza vaccinations as a model system. The longitudinal study began in 2007 and continued through early 2017.,gpt-3.5-turbo,"{'Virology', 'Infectious disease', 'Animal study'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Virology', 'Animal study'}",0.9172619047619048,0.0,1.0,1.0,0.9172619047619048
Dataset from Alloantibodies in Pediatric Heart Transplantation,The purpose of this study is to determine the clinical outcomes of sensitized pediatric heart transplant recipients with a positive donor-specific cytotoxicity crossmatch and to compare this group with outcomes in nonsensitized heart transplant recipients.,gpt-3.5-turbo,"{'Respiratory medicine', 'Infectious disease', 'Animal study'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Respiratory medicine', 'Animal study'}",0.9172619047619048,0.0,1.0,1.0,0.9172619047619048
"Dataset from A Phase 1B Open-label Clinical Trial to Expand the Characterization of the Immune Responses to the Merck Adenovirus Serotype 5 HIV-1 Gag/Pol/Nef Vaccine in Healthy, HIV-1-uninfected Adult Participants","The purpose of this study is to intensively characterize the immune response, particularly the T-cell response, to a three-dose regimen of an adenovirus-based HIV-1 vaccine in HIV-uninfected adults.",gpt-3.5-turbo,"{'Urology and nephrology', 'Biology', 'Public health and epidemiology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Urology and Nephrology', 'Epidemiology'}",0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Urology and nephrology', 'Biology', 'Public health and epidemiology'}",0.7369929453262788,0.0,1.0,1.0,0.7369929453262788
"Dataset from Protective Mechanisms Against a Pandemic Respiratory Virus: B- Cell, T-cell, and General Immune Response to Seasonal Influenza Vaccine. Year 1, 2009",This study will compare influenza vaccine responses in monozygotic and dizygotic twins.,gpt-3.5-turbo,"{'Geriatric medicine', 'Immunology', 'Vaccinology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Geriatric medicine'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
SR Tacrolimus Safety and PK Study in Healthy Subjects,"This is a single-center, nonrandomized, open-label, first-in-human study to assess the safety and pharmacokinetic (PK) profile of sustained-release (SR) tacrolimus, which will be administered as a single dose of 0.1 mg/kg by subcutaneous (SC) injection in 8 healthy subjects. Following a screening period, eligible subjects will be admitted to the clinical research unit (CRU). On Day 1 subjects will receive a single injection of SR tacrolimus. Subjects will remain at the CRU for at least 24-hours postdose for collection of serial blood samples for PK analysis and safety monitoring until discharge on Day 2. Subjects will return to the clinic for PK and safety evaluations for 60 days postdose.",gpt-3.5-turbo,"{'Cardiology', 'Paediatrics', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pediatrics'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cardiology', 'Paediatrics'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Model-informed COVID-19 vaccine prioritization strategies by age and serostatus,"Limited initial supply of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine raises the question of how to prioritize available doses. We used a mathematical model to compare five age-stratified prioritization strategies. A highly effective transmission-blocking vaccine prioritized to adults ages 20 to 49 years minimized cumulative incidence, but mortality and years of life lost were minimized in most scenarios when the vaccine was prioritized to adults greater than 60 years old. Use of individual-level serological tests to redirect doses to seronegative individuals improved the marginal impact of each dose while potentially reducing existing inequities in COVID-19 impact. Although maximum impact prioritization strategies were broadly consistent across countries, transmission rates, vaccination rollout speeds, and estimates of naturally acquired immunity, this framework can be used to compare impacts of prioritization strategies across contexts.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Noninvasive Monitoring in Kidney Transplantation (CTOT-01),"This is a non randomized observational study to assess the sensitivity, specificity, and predictive value of a panel of noninvasive monitoring tests as correlates with acute rejection, graft loss, deterioration of renal function, and degree of graft fibrosis in renal allograft recipients receiving commonly used immunosuppressive regimens.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Infectious Disease'},0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Orban ITN012AI: Evaluation of Diabetes Vaccine IBC-VSO1 in Newly Diagnosed Diabetics,"This study will evaluate whether IBC-VSO1 vaccine, a synthetic metabolically inactive form of insulin designed to prevent pancreatic beta-cell destruction, protects against autoimmune attack in newly diagnosed type 1 diabetes patients. Halting beta-cell destruction may result in a prolonged remission and subsequent delay in diabetes related complications. Patients in this study must have been diagnosed with type 1 diabetes no more than 3 months prior to study enrollment.",gpt-3.5-turbo,"{'Safety sciences', 'Pharmacology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Clinical science'},0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Safety sciences', 'Pharmacology'}",0.7944444444444446,0.5,1.5,1.0,0.7944444444444446
Observational Study of Alloimmunity in Cardiac Transplant Recipients (CTOT-05),"A major cause of heart transplant failure is the blockage of blood flow from lesions caused by ongoing injury and repair of the graft by the host's immune system. However, the role of T cells, antibodies, and other parts of the recipient's immune system are not well understood in transplant injury. Currently, there are no effective, noninvasive ways to detect or predict how an individual's immune system will react to a transplant. The purpose of this study is to correlate current noninvasive monitoring tests with long-term graft survival and function, and determine which tests are the most accurate predictors of this survival.",gpt-3.5-turbo,"{'Infectious disease', 'Immunology', 'Public health and epidemiology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Public health and epidemiology'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
YFV integrated mulitlineage and polyfunctional responses,"Correlates of immune-mediated protection to most viral and cancer vaccines are still unknown. This impedes the development of novel vaccines to incurable diseases such as HIV and cancer. In this study, we have used functional genomics and polychromatic flow cytometry to define the signature of the immune response to the yellow fever (YF) vaccine 17D (YF17D) in a cohort of 40 volunteers followed for up to 1 yr after vaccination. We show that immunization with YF17D leads to an integrated immune response that includes several effector arms of innate immunity, including complement, the inflammasome, and interferons, as well as adaptive immunity as shown by an early T cell response followed by a brisk and variable B cell response. Development of these responses is preceded, as demonstrated in three independent vaccination trials and in a novel in vitro system of primary immune responses (modular immune in vitro construct [MIMIC] system), by the coordinated up-regulation of transcripts for specific transcription factors, including STAT1, IRF7, and ETS2, which are upstream of the different effector arms of the immune response. These results clearly show that the immune response to a strong vaccine is preceded by coordinated induction of master transcription factors that lead to the development of a broad, polyfunctional, and persistent immune response that integrates all effector cells of the immune system. peripheral blood samples from human newborns",gpt-3.5-turbo,"{'Biomedical science', 'Immunology', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Biomedical science', 'Genetics'}",0.9093253968253969,0.0,1.0,1.0,0.9093253968253969
T and B cell responses to SARS-CoV-2 coronavirus,"Understanding adaptive immunity to SARS-CoV-2 is important for vaccine development, interpreting coronavirus disease 2019 (COVID-19) pathogenesis, and calibration of pandemic control measures. Using HLA class I and II predicted peptide megapools, circulating SARS-CoV-2-specific CD8+ and CD4+ T cells were identified. Anti-SARS-CoV-2 IgG, IgM and IgA titers against the spike protein were determined.",gpt-3.5-turbo,"{'Pharmacology', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Diabetes'},0.25,0.5,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pharmacology'},1.0347222222222223,0.0,1.5,1.0,1.0347222222222223
Cervicovaginal Microbiota and Local Immune Response Modulate the Risk of Spontaneous Preterm Delivery,"Failure to predict and understand the causes of preterm birth, the leading cause of neonatal morbidity and mortality, have limited effective interventions and therapeutics. From a cohort of 2000 pregnant women, we performed a nested case control study on 107 well-phenotyped cases of spontaneous preterm birth (sPTB) and 432 women delivering at term. Using innovative Bayesian modeling of cervicovaginal microbiota, seven bacterial taxa were significantly associated with increased risk of sPTB, with a stronger effect in African American women. However, higher vaginal levels of beta-defensin-2 lowered the risk of sPTB associated with cervicovaginal microbiota in an ethnicity-dependent manner. Surprisingly, even in Lactobacillus spp. dominated cervicovaginal microbiota, low beta-defensin-2 was associated with increased risk of sPTB. These findings hold promise for diagnostics to accurately identify women at risk for sPTB early in pregnancy. Therapeutic strategies could include immune modulators and microbiome-based therapeutics to reduce this significant health burden.",gpt-3.5-turbo,"{'Cardiology', 'Immunology', 'Surgery'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Transplantation'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cardiology', 'Surgery'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
An Inflammatory Cytokine Signature Predicts Covid-19 Severity And Survival,"Several studies have revealed that the hyper-inflammatory response induced by SARS-CoV-2 is a major cause of disease severity and death in infected patients. However, predictive biomarkers of pathogenic inflammation to help guide targetable immune pathways are critically lacking. We implemented a rapid multiplex cytokine assay to measure serum IL-6, IL-8, TNF-a, and IL-1b in hospitalized COVID-19 patients upon admission to the Mount Sinai Health System in New York.",gpt-3.5-turbo,"{'Vaccinology', 'Immunology', 'Functional genomics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Functional genomics', 'Vaccinology'}",1.0138888888888888,1.0,1.0,1.0,1.0138888888888888
Relaxed constraint and functional divergence of PGR,"To resolve existing conflicting data on progesterone receptor gene (PGR) evolution, the study assembled a dataset of 119 Eutherian PGRs and used a suite of maximum likelihood-based methods to characterize the strength and direction of selection acting on PGR. The result shows that PGR evolved rapidly in the human lineage (as well as other Catarrhine primates), which likely reflects an episode of relaxed selection intensity rather than positive selection. Coincident with the episode of relaxed selection intensity, ancestral sequence resurrection and functional tests indicate that the major human PR isoforms (PR-A and PR-B) evolved divergent functions in the human stem-lineage. These results suggest that the regulation of progesterone signaling by PR-A and PR-B may also have diverged in the human lineage and that non-human animal models of progesterone signaling may not faithfully recapitulate human biology",gpt-3.5-turbo,"{'Virology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Virology'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Protective efficacy of rhesus adenovirus COVID-19 vaccines against mouse-adapted SARS-CoV-2,"The global COVID-19 pandemic has sparked intense interest in the rapid development of vaccines as well as animal models to evaluate vaccine candidates and to define immune correlates of protection. We recently reported a mouse-adapted SARS-CoV-2 virus strain (MA10) with the potential to infect wild-type laboratory mice, driving high levels of viral replication in respiratory tract tissues as well as severe clinical and respiratory symptoms, aspects of COVID-19 disease in humans that are important to capture in model systems. We evaluated the immunogenicity and protective efficacy of novel rhesus adenovirus serotype 52 (RhAd52) vaccines against MA10 challenge in mice. Baseline seroprevalence is lower for rhesus adenovirus vectors than for human or chimpanzee adenovirus vectors, making these vectors attractive candidates for vaccine development. We observed that RhAd52 vaccines elicited robust binding and neutralizing antibody titers, which inversely correlated with viral replication after challenge. These data support the development of RhAd52 vaccines and the use of the MA10 challenge virus to screen novel vaccine candidates and to study the immunologic mechanisms that underscore protection from SARS-CoV-2 challenge in wild-type mice.",gpt-3.5-turbo,"{'Gynaecology and obstetrics', 'Microbiology', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Gynaecology and obstetrics', 'Microbiology'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Immunological memory to common cold coronaviruses assessed longitudinally over a three-year period pre-COVID19 pandemic,"The immune memory to common cold coronaviruses (CCCs) influences SARS-CoV-2 infection outcome, and understanding its effect is crucial for pan-coronavirus vaccine development. We performed a longitudinal analysis of pre-COVID19-pandemic samples from 2016-2019 in young adults and assessed CCC-specific CD4+ T cell and antibody responses. Notably, CCC responses were commonly detected with comparable frequencies as with other common antigens and were sustained over time. CCC-specific CD4+ T cell responses were associated with low HLA-DR+CD38+ signals, and their magnitude did not correlate with yearly CCC infection prevalence. Similarly, CCC-specific and spike RBD-specific IgG responses were stable in time. Finally, high CCC-specific CD4+ T cell reactivity, but not antibody titers, was associated with pre-existing SARS-CoV-2 immunity. These results provide a valuable reference for understanding the immune response to endemic coronaviruses and suggest that steady and sustained CCC responses are likely from a stable pool of memory CD4+ T cells due to repeated earlier exposures and possibly occasional reinfections.",gpt-3.5-turbo,"{'Biomarkers', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Biomarkers'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Treatment of MS with Copaxone and Albuterol (AMS01),"MS is a chronic inflammatory disease of the central nervous system characterized by focal T cell and macrophage infiltrates that lead to demyelination and loss of neurologic function. Four therapies are currently approved for the treatment of MS. Three of these are approved for the treatment of patients with the relapsing-remitting (RR) form of MS, in which patients have clinical exacerbations followed by partial or complete recovery of function. These treatments are only modestly effective and are associated with significant toxicity, often causing patients to delay therapy for significant lengths of time. Thus, there is a need to find therapies with low toxicities that can be administered early during the disease course with the potential for arresting the disease.",gpt-3.5-turbo,"{'Functional genomics', 'Evolutionary biology', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Evolutionary biology', 'Functional genomics', 'Genetics'}",0.7919753086419754,0.2857142857142857,1.0,1.0,0.7919753086419754
